Cell lines	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1419	HCC1428	HCC1569	HCC1806	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
EA_G__IRAK2	5.5472	5.4293	5.423	6.9979	6.0038	7.1858	6.4227	5.8589	5.3074	6.5416	6.2591	5.5953	6.7055	6.5468	6.0278	7.2245	5.9679	5.828	6.3121	8.0245	7.1975	6.6653	5.2283	5.4777	6.1391	5.6633	7.8771	6.2978	6.8329	6.1118	5.8486	5.9095	5.7902	5.6597	5.5393
EA_G__DNAJB4	6.1035	6.4481	3.9001	7.9907	4.3378	5.2992	5.8049	5.9526	5.3929	5.5614	6.4492	5.1111	6.1544	6.802	5.857	8.51	4.2631	4.0582	5.6577	6.9904	4.7861	7.3876	4.94	5.3639	3.9784	5.149	8.1583	6.4834	8.0232	4.1585	6.7141	5.2226	5.0912	4.2958	4.3341
EA_G__TMEM86A	6.4556	6.3228	7.9473	4.9403	6.4644	5.4973	5.6342	8.5714	6.3085	5.762	5.926	7.3806	5.8631	5.6241	5.8009	5.1528	6.1998	6.2003	6.8156	5.8978	7.248	5.4022	8.2918	7.6789	8.1152	6.5041	5.7141	5.8456	5.6566	6.9858	9.1944	7.4011	6.777	7.7605	9.1894
EA_G__GPD1L	8.4613	5.3985	8.9161	6.4188	7.7827	6.2488	5.9624	8.38	7.4073	6.0314	6.2961	9.6036	7.1174	6.939	6.6889	6.1596	8.6801	8.5606	7.1846	6.3214	7.8672	6.7807	8.9259	7.8841	8.5556	8.1451	6.377	7.0466	7.118	8.1813	7.3485	8.142	7.77	7.872	8.385
EA_G__MTL5	5.3594	5.6064	6.7743	5.905	7.1465	5.563	5.6404	6.7319	5.5117	5.948	5.7101	6.0857	5.932	5.6225	5.721	5.0947	6.2014	6.745	7.634	6.0433	6.5778	5.4272	6.3906	7.8743	6.5718	5.7291	5.7605	6.2117	5.3424	6.3289	5.7619	5.9627	6.769	7.3716	6.3228
EA_G__DNAJA4	4.7516	4.5141	8.0682	4.2649	6.8891	6.3925	5.3544	8.8331	6.9037	5.5941	7.0226	6.1691	4.6041	7.0471	6.3352	5.3644	7.0912	6.871	9.4137	4.8811	7.1632	4.7158	8.324	6.9391	7.0638	5.8064	4.5857	6.9409	4.803	5.0151	7.474	6.8647	7.9157	8.4296	8.8969
EA_G__MUCL1	9.6708	5.4032	11.9418	4.8957	8.9223	4.5051	8.786	8.2638	6.8099	4.7529	4.7936	8.4609	4.7998	4.6962	4.8549	4.861	6.192	7.9264	7.538	4.9978	10.2647	4.8186	11.1491	8.2536	10.2257	5.8615	6.5654	5.2871	4.4087	5.4239	12.5835	9.5991	5.3747	11.7143	10.7729
EA_G__SLC7A11	5.1817	7.4396	4.1599	6.5597	4.2618	5.8494	3.5826	4.9675	5.0098	5.4931	7.8307	3.8433	5.6015	6.7087	5.6799	7.1183	5.8004	5.4594	5.75	5.2728	4.449	8.0821	4.96	5.0106	4.2806	4.9229	7.2331	5.2141	7.3597	6.9123	7.5002	4.0292	4.5781	4.0326	4.6664
EA_G__ANKH	6.1321	8.0863	5.4319	7.5366	6.1278	8.4813	9.0894	4.6888	6.49	7.8379	8.1721	5.1636	6.8831	6.3625	8.2345	8.8695	6.0957	5.1663	7.006	7.9234	5.9965	7.4819	6.675	4.8461	5.6252	6.0369	7.6275	6.1743	8.3735	7.4034	7.0396	7.2997	4.911	7.1822	5.0068
EA_G__FMOD	4.7456	4.3891	8.6309	4.8797	4.254	4.4157	4.5959	4.5711	4.2652	4.1456	4.4406	5.0278	4.4373	4.4526	5.1068	4.315	4.9047	4.6832	4.2507	4.333	8.337	4.653	10.2266	9.4424	7.4642	4.7254	4.4797	4.8205	4.5904	4.1968	6.8222	9.5573	5.179	7.001	9.7217
EA_G__C1orf115	6.9015	6.0423	7.6415	5.93	7.3311	6.0274	7.5634	6.9938	5.9561	7.2573	6.5801	7.5419	6.6758	6.316	5.8911	5.5091	6.5475	6.5878	6.3762	5.729	7.606	5.8222	7.7466	8.6046	7.8599	7.1421	5.9752	6.5733	6.2333	6.3785	7.8187	7.7581	6.8106	6.258	9.1222
EA_G__DSP	8.5174	8.3555	9.7781	4.438	8.3945	8.8684	9.8838	9.484	6.301	8.4854	9.2614	10.249	9.2227	6.8289	9.9116	6.0849	9.2346	9.4662	10.0598	6.8075	8.9583	6.9698	9.1769	8.8104	5.5198	8.8651	4.3964	9.6506	5.7489	8.7123	9.5311	9.3918	9.3757	9.3323	9.2241
EA_G__GADD45A	6.3877	7.29	6.2489	7.0816	5.5713	7.2169	6.2905	5.9471	5.5842	6.46	7.4015	5.5864	7.7197	6.6974	6.4102	8.2647	6.0858	6.2982	7.2958	7.206	5.9708	6.8756	5.9687	6.3753	6.3945	6.1844	8.4067	6.1507	8.2315	5.9881	7.382	5.9993	5.571	5.8913	6.1594
EA_G__KLRG2	8.089	6.5067	8.4057	6.4	9.6446	7.8073	7.8405	7.7071	6.9473	6.3701	7.4151	8.4247	7.0207	6.3157	7.1726	6.2275	7.2573	7.355	8.1612	6.4254	8.7608	6.1478	7.9256	9.0586	8.2741	8.7105	6.5291	6.5715	6.701	8.0547	7.249	6.6918	7.2045	7.9626	8.9974
EA_G__LOC124220	7.4736	6.5045	8.0215	5.4055	8.8675	5.9469	5.7857	7.9883	7.6471	5.8141	6.6156	7.8574	5.7468	5.5707	7.5995	6.7221	8.0322	7.9345	8.4762	5.7493	7.8782	7.1355	9.1801	8.6759	7.6816	7.9156	6.0924	6.2257	6.4568	6.7771	7.0487	8.2349	8.0054	8.3906	7.3629
EA_G__TIMP2	8.3458	7.5595	5.3944	8.7678	6.3471	8.206	6.7557	6.5326	6.6301	7.4328	7.5212	6.5074	8.6701	9.1357	7.1354	8.2937	6.9135	6.629	7.6709	9.9272	7.2971	7.5771	5.6731	6.6532	4.7218	8.7064	9.815	7.1412	8.3924	5.6884	6.8307	6.477	7.3707	8.4241	4.9285
EA_G__MB	7.1763	6.3524	7.2958	5.2965	6.4939	4.99	4.7298	6.6331	5.3755	4.4841	4.3542	8.1329	5.7617	4.0266	5.7767	4.4095	5.9646	5.6589	5.4337	3.8807	7.0531	4.2898	7.3515	7.1651	5.9651	7.5111	4.3969	4.8076	3.9391	5.781	6.2852	6.3506	5.5164	6.4085	7.0086
EA_G__PRODH	8.5848	5.3758	9.6968	5.2856	9.8394	7.3753	6.3146	9.9249	7.0011	5.3203	5.7339	9.6035	5.5817	5.3378	5.6238	5.3479	6.1188	5.8214	6.8612	5.7096	10.3624	5.3603	10.5759	10.8014	10.6464	6.5433	5.7008	5.7056	5.2411	7.8362	10.5858	9.7075	7.7263	6.2829	10.3923
EA_G__AXL	5.1611	5.4463	5.4209	10.2739	5.2109	9.8631	5.2949	5.1746	4.9087	5.3032	6.6145	5.6583	8.6491	9.9664	5.4233	11.2512	5.5361	5.534	6.7552	9.689	6.5073	11.0247	5.0726	5.1294	6.1472	5.743	9.8877	7.8036	9.9992	5.5417	5.5984	5.7637	5.5023	5.4593	5.4104
EA_G__ABCA12	7.364	7.1095	6.8238	3.3572	3.9202	3.4709	3.3851	8.1267	8.8693	3.3669	5.5671	6.998	4.6112	3.2091	5.7931	3.2291	6.2715	9.5323	4.7044	3.1101	6.8836	3.3908	10.1166	5.9646	7.5299	8.0032	3.6763	5.1243	3.733	6.1352	9.0577	7.3809	7.9179	9.511	9.895
EA_G__COL4A1	5.1752	5.7736	5.0845	8.4977	5.0007	7.7123	5.163	4.8711	4.8859	6.8901	7.6945	5.3043	8.5407	8.3695	5.3973	9.1832	5.3929	5.3075	5.1744	10.8621	5.4841	6.5621	5.0616	4.8149	5.8907	5.2895	5.8097	6.7643	5.719	5.1567	5.4451	5.4895	5.3269	5.26	5.2465
EA_G__GNG12	8.0554	9.1125	6.9215	9.5214	5.0723	8.6155	6.8475	7.8236	7.2029	8.1673	7.6447	7.3246	8.9495	9.2848	9.2523	10.1455	5.2669	6.6554	6.6615	8.7552	6.672	9.0735	6.6523	8.8439	7.2152	7.7602	9.7441	7.9395	9.8269	7.4973	8.4644	7.8464	7.0967	6.8414	6.0561
EA_G__SLC39A14	7.0695	8.413	6.7073	9.7325	7.094	7.6136	9.8801	7.4083	7.1434	8.5716	7.6742	6.898	7.8345	8.1108	6.6582	9.4612	7.1446	6.7092	6.6707	7.542	7.0018	8.3485	5.9451	7.0796	6.3629	7.3537	10.7989	7.488	8.4903	7.7988	5.7332	6.6494	7.0208	7.5143	6.2866
EA_G__GATA3	6.0285	7.7046	9.1018	4.9681	10.7896	5.7457	8.0649	9.427	10.3545	5.8406	7.0576	9.3687	5.6591	6.5915	8.1065	4.9955	10.3924	10.9892	10.6143	4.5959	9.7188	5.609	9.224	9.5855	9.916	7.2562	6.9	7.9032	5.883	10.1592	7.7068	9.5042	10.5263	10.2285	9.6733
EA_G__CADPS2	7.7456	4.908	7.4979	4.0964	6.4627	4.4223	5.6493	7.0315	4.4205	4.0071	4.8258	6.7121	3.9804	3.6804	6.6876	4.1893	5.843	6.0549	4.6595	4.342	7.6282	5.1269	5.4529	8.4842	6.1528	6.7688	4.2951	6.5761	6.4273	7.7822	6.6469	5.8467	5.8717	6.468	6.224
EA_G__TIMP1	7.5359	10.0064	5.9828	10.6076	6.2943	10.4313	6.0579	5.6373	10.8903	11.2532	9.662	6.355	9.3984	9.7969	7.911	10.4885	9.3202	10.1272	8.893	12.1036	10.1588	9.8061	8.7353	10.5777	7.4083	6.8389	11.3341	11.0263	12.4699	8.2387	7.4412	9.8428	7.7003	11.5617	5.4094
EA_G__HBEGF	5.7872	5.8554	4.9068	9.3836	5.6136	5.5354	5.6776	4.9952	5.2972	5.4996	8.232	5.4704	6.2009	5.3934	5.9594	7.3717	5.279	5.3204	5.4978	6.9636	5.6472	9.1191	4.8683	5.0741	5.512	5.1797	6.7088	5.5459	7.5776	5.4672	6.9455	5.2866	5.6012	5.0115	5.3434
EA_G__PRKCA	6.9849	6.7965	6.093	8.7689	4.7539	7.1254	3.9318	4.0132	4.0291	5.6109	6.9189	6.2455	7.0923	8.9502	4.7269	8.3028	6.6467	5.9656	4.7651	9.6278	6.3184	8.5886	5.5478	7.1467	5.4288	7.173	9.0008	4.8225	8.6544	5.553	5.3847	5.7431	5.6894	6.2828	5.5399
EA_G__CALD1	5.3745	6.4921	4.0059	6.9477	4.1231	6.8428	7.5601	3.9074	4.2596	6.0823	5.2906	5.3524	7.4511	7.9533	6.2922	9.3633	4.4971	4.3691	4.3982	9.1755	5.9927	6.51	5.4997	4.7735	4.7727	5.7915	6.303	6.8236	7.1648	6.5636	6.1459	5.5227	4.6722	4.2721	4.3237
EA_G__CPAMD8	6.0825	7.2596	7.2388	5.6587	6.0427	5.6522	7.7413	6.8633	6.049	6.0436	5.9711	8.4635	5.9444	5.3842	6.5933	5.5284	6.2974	6.322	5.9579	6.7371	8.6424	5.4769	7.4537	5.9555	7.027	6.3632	5.7861	6.2587	5.9367	6.3406	7.1091	6.9385	8.6235	8.1872	6.9222
EA_G__COL4A2	6.061	6.9582	5.9927	9.1358	5.6938	8.5657	5.8659	5.706	5.736	8.5431	8.8082	6.3447	9.6397	9.1724	6.1702	9.4784	6.189	6.2593	5.9015	11.3453	6.2475	7.8284	5.8093	5.7943	6.9666	6.5292	6.5386	8.0359	6.3432	6.0159	6.3401	6.3543	6.1933	5.9988	6.2438
EA_G__PIB5PA	7.2283	5.7738	8.2578	5.9039	9.6074	6.094	6.2946	6.4018	5.6085	5.7297	5.4173	8.1127	6.2215	5.7362	7.4908	5.3929	6.5917	7.1141	8.8762	5.4621	7.9441	5.8495	7.7113	8.0325	8.7984	8.1997	5.6103	6.7177	5.7789	8.9248	8.6425	8.3854	7.2749	8.3268	7.7171
EA_G__KIAA0195	8.1195	7.5064	8.4064	7.8452	8.7581	7.6728	8.2281	7.9728	8.9658	8.4402	7.6967	8.6972	8.2867	8.4437	8.0899	7.5258	9.0136	9.5723	8.7357	7.8019	8.1276	7.7026	10.6093	7.8048	9.2293	8.7163	8.6271	7.8546	7.5508	7.9325	8.4612	8.1096	8.3298	9.5459	9.2109
EA_G__ETS1	4.805	5.9815	3.8221	9.1987	3.7611	9.7835	5.4674	3.5174	3.7092	9.0214	8.4312	4.2609	8.9186	6.6496	6.1098	7.8626	4.2242	4.1251	3.6311	8.5584	3.7782	8.8462	3.44	3.778	4.6855	4.7509	7.741	7.9709	8.314	4.3718	5.9158	4.288	4.0329	3.9583	4.1234
EA_G__CLDN3	8.9717	6.0866	8.0567	5.2854	9.4834	7.6571	6.3263	8.4969	8.109	5.5586	6.0856	5.3265	5.3363	5.0908	8.3048	4.9669	9.8602	9.8658	8.5015	5.456	6.7233	5.1811	9.0222	9.0383	8.3115	8.5947	5.1358	5.1889	5.4921	9.2728	9.3196	7.4412	9.7707	9.9995	5.38
EA_G__ELL2	5.9738	8.4801	5.4848	9.0239	5.5223	7.8213	6.2642	7.3842	5.1636	5.7827	7.7042	7.63	8.1983	8.1004	6.8832	8.7843	4.8266	5.4662	7.4627	7.4624	6.6419	7.7774	5.8231	9.4469	6.9037	5.7191	7.9853	7.358	9.1605	9.5203	7.4441	6.8344	5.428	6.024	5.6388
EA_G__FYN	4.8816	6.1063	4.3322	4.5595	4.1797	6.6783	5.2254	3.9868	4.3095	5.2342	4.7263	5.5262	6.8905	6.7575	4.3306	8.3757	5.4058	4.5424	6.8396	8.064	4.864	7.376	4.0949	4.3392	4.9848	5.0097	6.3964	5.0807	7.2559	4.5524	5.9687	5.3704	4.4577	5.6385	4.2118
EA_G__SIDT1	7.4447	5.3904	8.8752	4.6729	8.5319	4.3608	4.6682	8.7279	8.8931	4.4944	4.8537	7.114	4.5267	4.2934	6.0595	4.3148	8.2739	8.5397	8.675	4.4179	8.167	4.9182	8.5383	9.0785	8.1899	7.1021	4.6199	4.8109	4.4668	7.8236	7.9261	7.9518	8.588	7.5637	7.6898
EA_G__LEPRE1	6.106	7.0872	6.4096	8.8094	6.5042	6.8624	8.5287	6.903	7.1955	7.9912	6.5855	6.9778	7.1388	8.5846	7.1597	8.3424	6.6356	6.827	7.2675	9.3727	6.8462	8.1582	6.7103	6.9469	7.0673	6.3158	9.2172	7.4327	8.3081	7.7253	6.9598	7.4537	6.4544	6.851	6.5327
EA_G__ANKRD43	6.8985	6.8855	7.2732	6.5285	9.5979	6.4434	6.8133	6.9246	7.5739	7.0532	6.8187	7.0515	6.7147	6.3477	7.0361	6.6071	6.8687	6.9376	7.4046	6.6548	6.5654	6.5435	7.2164	7.2604	7.2567	6.8754	6.8865	7.0308	6.9637	6.5943	6.7568	7.1226	8.5722	8.3917	7.0905
EA_G__VTCN1	8.4065	4.2161	7.5452	3.5205	8.5954	6.5572	6.2389	8.7124	8.4635	8.9774	3.9249	8.5877	7.1076	3.96	9.0505	3.5167	5.94	6.4774	5.1673	3.6512	7.8442	3.599	7.2457	8.9107	5.6222	9.5899	4.0347	5.0407	3.5754	7.0528	7.8339	4.6838	7.9421	4.3324	8.6651
EA_G__MAP1B	4.1506	5.5635	4.4828	7.3859	4.0451	7.1683	6.6007	3.7581	4.3324	4.8655	5.0727	4.0538	6.0101	7.7143	6.2577	8.7705	4.4155	5.0935	5.1036	7.836	4.0668	7.159	4.158	5.8074	4.7968	4.2089	8.0577	4.7129	8.5112	8.6027	6.5307	4.2357	4.0326	4.3419	4.0378
EA_G__UPP1	6.1015	7.1467	5.448	6.6737	5.1357	6.9823	5.3696	4.889	5.2305	5.3407	7.4135	5.3149	6.9028	6.8339	6.2895	6.4335	5.6169	5.127	5.3567	6.8378	5.5727	6.9034	4.8709	5.1442	5.3505	5.686	7.1274	6.5287	6.8426	5.5523	7.256	5.5613	5.6237	5.6119	5.0034
EA_G__KIAA0644	7.8892	5.8869	7.22	5.0429	7.1733	4.6612	6.9032	6.0241	7.1183	5.0476	5.3085	7.1336	5.2546	5.1951	6.8486	4.7598	5.9194	5.6884	7.036	4.7568	6.3434	4.8293	6.4892	6.3319	6.5456	7.9545	4.9716	5.2662	5.3064	7.3471	7.7024	6.1171	6.8002	7.5086	6.8457
EA_G__MYO5C	7.8463	7.275	7.9832	4.007	8.6099	7.3812	6.793	8.5988	8.705	3.62	5.4571	7.7686	7.586	4.5314	8.1173	4.1085	9.2621	8.7398	7.5274	3.747	7.8407	7.0582	7.7598	8.3844	7.2253	7.5109	3.8417	6.0904	3.955	7.9313	7.7172	8.2857	8.322	7.6815	8.492
EA_G__ABCC11	5.0771	4.4868	8.9135	4.3409	6.068	4.3488	4.5022	9.0536	6.4968	4.3846	4.531	5.5215	4.3978	4.2837	4.7067	4.5984	4.5406	4.9815	5.9853	4.152	8.7674	4.4954	7.3019	6.4495	9.0235	6.726	4.427	4.9806	4.4854	9.756	7.5508	8.4576	9.3681	8.0366	9.5692
EA_G__CLIP4	5.4348	7.1886	3.9666	5.3323	3.6155	6.7272	5.6531	4.1053	6.8579	7.2274	7.6415	4.9373	6.0636	6.882	7.8551	6.975	5.2735	5.445	7.1688	6.483	7.1818	7.6554	3.9358	5.7053	4.4094	6.6691	5.6713	7.6162	6.4013	4.7101	6.4518	7.3609	4.3718	5.6381	3.7996
EA_G__PRNP	8.966	9.4338	7.1683	10.0008	4.5591	9.9432	9.4469	6.5717	6.5746	9.6536	10.4869	8.4081	9.0153	10.7803	8.4326	9.5619	7.9611	6.9297	6.4105	9.4125	8.7312	9.6684	7.846	5.9126	6.856	9.276	9.3299	8.787	9.619	7.018	9.7165	8.8016	7.8626	8.2148	6.9197
EA_G__SATB2	4.9968	6.4479	5.0371	6.9835	5.111	6.2984	5.1495	4.8519	5.0624	6.9973	6.531	5.6052	6.2428	4.569	4.8822	7.8537	6.7478	7.0652	7.4869	7.5473	6.2936	8.8773	4.9597	4.3184	6.2106	5.1857	8.181	6.3682	6.9949	7.1939	5.2308	5.8839	5.813	6.8878	5.2493
EA_G__FGFR3	6.4686	6.758	7.2628	6.3636	6.1745	6.0463	7.8694	8.4332	6.4613	6.4522	6.9181	8.0712	6.4189	6.4648	6.2407	6.1123	7.8528	6.8679	6.5519	6.7138	6.8004	6.4535	7.8569	6.8435	7.043	6.5493	6.0993	6.6322	6.2285	11.9162	6.826	6.7292	7.4786	7.0184	6.8274
EA_G__SEPP1	5.9218	3.3766	6.3037	3.5677	6.3167	3.2726	4.6837	7.4843	6.7786	5.6468	3.6065	7.1792	3.7197	3.9899	3.8702	4.1466	3.8268	4.8399	7.5823	3.5405	4.9	3.4066	9.2661	9.3975	6.8488	4.9906	3.4597	3.7391	4.0567	6.7115	7.3823	5.9143	7.0828	4.9858	9.1555
EA_G__AR	7.0617	5.1747	8.3549	7.5162	9.0105	5.0413	7.5879	8.4454	7.9054	5.3141	5.6306	7.6659	5.4751	5.0709	5.6657	6.2381	7.3953	8.2357	6.7372	6.0964	7.7378	5.2134	8.7813	9.1804	9.5757	6.2873	7.595	5.6012	6.2466	9.2337	6.7197	5.6023	7.7766	6.883	9.3152
EA_G__SERPINE1	5.8986	5.9074	5.4065	5.6132	5.2081	6.988	5.5114	5.0759	5.1916	5.1886	7.6995	5.2755	7.7287	5.7854	5.5744	11.9346	5.8429	5.6226	5.5287	6.3332	8.3971	10.2428	5.0146	6.1282	5.9937	7.8398	8.1438	5.5569	11.8792	5.5559	5.6639	6.5275	5.4098	5.4253	5.331
EA_G__TMPRSS3	6.2517	4.6731	6.3099	4.3753	6.8658	4.1635	5.2231	5.3789	6.8408	4.6199	4.668	6.0278	6.1435	4.2958	7.1903	3.9978	5.25	4.758	4.0896	4.7685	7.5031	4.1056	7.4917	9.4186	4.7655	5.2652	4.5343	9.1125	4.5138	7.2599	7.5815	7.0602	5.4646	7.505	4.7394
EA_G__ADAM19	6.7177	4.8427	5.0563	6.7155	4.8301	7.786	6.0565	4.6711	4.9038	6.0687	6.2888	5.8864	6.6231	6.8082	5.7394	8.7117	5.4742	5.4706	5.9616	8.544	6.158	7.72	4.7314	6.6282	5.6521	7.3337	8.5251	5.7288	5.9389	4.9755	5.7672	6.095	5.2166	5.0739	5.4023
EA_G__S100A14	11.7148	9.5587	11.289	4.4478	12.2259	9.3338	7.1653	11.67	10.2776	5.6437	9.6689	11.2622	9.7527	5.038	10.9988	5.5585	11.3198	10.6309	6.945	5.2235	10.7045	5.3671	11.2594	11.6653	10.9996	11.6593	5.6242	10.3786	5.2591	11.5032	11.3	11.9228	5.3263	11.1298	11.7503
EA_G__KIAA1324	8.7391	5.5267	9.9689	4.7668	10.7206	4.988	4.7104	9.8157	9.2718	5.0802	4.8433	8.9328	5.2349	4.8067	6.1461	4.7633	8.0162	10.4682	9.8777	4.8393	8.4161	5.5117	10.5581	11.1607	8.8761	8.3421	5.2686	5.0444	5.1043	8.8778	10.1644	9.1857	8.7249	9.1258	9.4421
EA_G__PVRL4	8.8387	7.5802	8.6614	6.0215	8.4399	7.6435	8.619	7.4022	6.9983	5.9267	6.4973	8.8506	6.8664	5.7394	9.0419	6.0255	8.6467	7.9387	7.8324	5.9404	9.5825	6.0246	7.6553	7.9653	8.7386	8.6132	6.1518	6.6455	5.8878	9.0033	8.5554	8.2224	8.8527	8.4894	7.7461
EA_G__CDK6	5.6752	6.3878	5.5281	6.9192	3.5988	8.8538	6.6364	6.125	4.3767	6.4356	7.7804	6.8198	7.98	7.6771	7.5952	8.5033	5.7383	5.2545	4.2023	8.4198	6.2835	7.8416	5.6047	6.5876	4.1059	6.5554	8.4041	6.9278	7.5734	6.8846	8.3805	7.8478	4.3604	4.162	3.7064
EA_G__DEPDC6	6.6941	5.2717	9.1632	4.9752	7.5121	6.4015	6.416	8.3884	8.0948	6.8441	4.7516	8.5968	6.2251	6.0457	7.4547	9.2139	6.8396	7.695	8.225	7.3615	8.3302	5.541	9.0918	9.6198	7.432	8.03	6.4449	6.1382	5.6161	7.127	9.8221	6.946	8.0294	8.5831	6.7683
EA_G__C11orf82	6.6509	7.0184	5.8662	6.612	5.9729	7.3918	5.794	5.736	6.3239	6.8492	8.7831	5.4224	6.7061	7.6886	5.452	6.9309	6.4962	6.308	5.3933	6.4071	4.8317	6.9059	5.714	5.3618	5.9928	5.8672	5.7982	5.7614	7.2557	5.8854	5.4156	5.9697	6.6975	6.4483	5.2868
EA_G__SLC39A11	7.6914	6.4328	7.5502	6.5108	9.2791	6.8888	6.8928	7.5156	8.6527	7.168	6.3672	8.1172	7.0266	7.0961	7.8446	6.3549	7.9397	7.9691	7.1896	7.3801	8.435	6.5379	7.9556	9.0344	6.4632	8.3686	7.2705	6.1905	6.1289	7.8538	8.5277	6.7183	7.9721	9.1536	9.6432
EA_G__ABCA3	6.1001	5.9275	6.9381	6.5877	8.6685	6.65	6.4291	7.5984	7.7157	6.836	5.8417	7.2382	6.8044	5.8351	6.2413	5.5762	8.3807	7.7083	7.8356	5.9727	7.5575	6.7002	7.2912	7.0449	8.915	7.0031	6.1109	6.1814	5.8895	7.1448	6.7524	7.366	7.6447	8.529	8.656
EA_G__MALT1	6.8006	6.8844	6.6217	8.5624	6.7858	8.3258	5.7342	6.3425	6.2349	6.6303	6.5109	5.518	6.689	9.3823	6.2279	7.8265	5.7846	5.3337	5.8366	7.5889	5.4144	6.8856	6.1808	4.8845	5.9347	6.6455	7.5106	7.3724	7.5651	7.0666	5.7784	5.2207	6.0642	6.4532	7.0325
EA_G__C4orf34	7.5189	6.7831	9.2875	5.2272	9.1582	4.721	5.3837	9.7532	7.4229	7.588	5.1128	9.1999	5.4193	6.848	8.0783	6.629	8.3072	8.1002	9.1603	6.5726	8.8801	5.1194	9.9662	9.103	8.0987	7.3907	8.1597	7.0955	5.3506	8.451	9.2518	9.4196	8.058	8.6313	9.0896
EA_G__ADM	7.8699	8.2549	6.7316	9.2873	6.4248	8.2428	6.6451	6.2464	7.0564	6.6729	7.9741	7.2347	7.2128	7.2707	6.52	10.4389	7.4329	6.5314	6.9772	8.6667	6.6563	8.0916	6.7527	7.0205	6.9918	7.7146	8.0335	8.0033	7.3379	6.5653	7.3322	7.1694	7.7755	6.1965	6.2225
EA_G__TRPV6	8.172	7.7697	7.3399	5.1131	5.837	4.7885	8.2265	4.871	5.2912	5.0413	5.1102	9.2894	5.4021	4.7952	8.0611	5.0177	5.4671	5.4788	5.1602	4.7818	7.6043	4.9054	7.7522	6.6101	8.7922	8.2537	5.0953	5.2391	5.3572	7.0029	9.1168	7.0934	8.5497	5.0626	8.2569
EA_G__SH3KBP1	6.3485	7.4737	6.2274	8.1333	6.2943	7.8321	5.0438	5.0309	5.2233	8.041	6.9922	5.9744	7.0511	7.4211	7.9876	7.6714	7.6042	7.027	6.3902	8.4773	6.7531	7.8992	6.2095	5.0461	6.2935	5.9915	9.2351	7.3744	8.3209	6.2036	7.3834	6.9534	5.4421	7.2851	5.7527
EA_G__POPDC3	5.4767	8.9926	3.4924	4.7785	3.2555	7.1357	3.5857	4.5477	4.0952	8.0904	6.8204	3.69	6.6232	7.4945	6.4594	5.9804	4.1027	3.6397	3.7352	6.6553	3.6034	7.7354	3.7091	5.9969	3.737	4.2054	7.9858	6.6727	5.0813	3.6103	7.014	7.0935	3.6805	4.3597	3.6212
EA_G__AHNAK2	5.5114	6.6197	5.7758	8.7237	8.1277	11.0055	6.8184	6.0669	7.319	5.8046	8.2741	6.8208	9.6726	7.9732	7.629	8.2223	6.3356	6.7179	7.2793	9.2604	7.7131	7.9926	5.8029	5.5643	6.3239	5.8413	11.1983	8.7533	9.2006	8.6161	7.8498	6.7657	6.6229	7.0651	6.7233
EA_G__C3orf57	5.9049	4.4867	7.7309	4.6794	7.6111	4.6058	4.6305	7.5725	7.8092	4.6555	4.8895	7.6159	5.5729	4.2895	7.5956	4.3645	9.7988	9.5034	6.3347	4.7775	8.9892	4.9538	8.019	6.9899	7.6702	6.6396	4.8998	5.106	4.8812	9.1923	8.0725	6.9367	7.0395	9.2455	4.7138
EA_G__PHLDA1	5.5624	8.6994	5.4323	7.1715	4.5343	8.4106	6.9458	5.8538	7.0573	5.0523	9.211	7.6233	7.8731	8.6225	7.3199	9.1532	6.9348	6.4868	7.1009	7.7793	8.4937	9.2009	5.3553	5.2952	5.3613	5.4233	9.2377	6.425	6.9972	5.2608	7.1747	5.2914	7.144	5.156	4.4997
EA_G__ST14	10.0699	9.5095	9.4025	5.3989	8.4103	9.1952	10.6256	8.8454	9.6956	8.111	9.7844	10.002	9.6359	5.0132	9.7185	5.5207	9.0798	8.8239	7.8911	5.3651	8.6958	5.8956	9.328	8.803	9.6571	10.0178	5.6156	9.5955	5.7331	8.6079	9.2113	8.7602	11.0696	10.1267	9.1367
EA_G__PRSS8	9.4021	8.6396	9.1182	5.839	8.563	7.0852	9.3449	9.9989	8.7449	9.0331	7.2019	9.5767	7.8573	5.7101	9.9771	5.7054	9.0099	8.9593	8.5698	5.822	9.4326	5.9163	9.2733	8.5573	8.7847	9.0995	6.067	7.8782	5.7102	9.9436	9.4381	6.9483	8.2088	9.2864	8.4567
EA_G__CAV1	4.5287	7.4287	3.8568	9.9104	3.712	9.7581	4.2532	3.8194	5.4549	3.8847	9.7682	5.1202	8.3996	9.4259	7.3034	10.2473	5.8282	4.0921	3.8378	9.7323	4.6806	9.5902	3.6008	4.9392	4.3121	6.5569	9.6999	9.2782	9.5947	3.7722	4.5306	4.1113	3.97	4.1412	3.5529
