Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Response	-1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	-1	1	1	1
EA_G__SGK3	5.7648	5.5345	5.8073	7.7462	7.3721	5.8386	6.7755	6.8608	6.8632	3.7862	7.6689	8.075	6.2488	6.7499	6.9819	6.0813	4.8688	8.1469	6.143	5.6877	6.0123	6.4531	5.643	7.2611	5.2273	6.546	6.6847	8.3658	5.6821	4.6227	6.2563	6.8148	5.3602	6.0481	6.2606	6.007	7.5886	6.1775	5.8094	6.023	5.8588
EA_G__GAB2	6.5488	5.6516	5.0685	5.7538	7.2887	5.0992	5.4774	7.1803	9.1254	5.1476	5.5236	6.3058	5.4088	6.5113	7.2939	6.6694	6.0487	6.5785	6.3099	5.6834	5.2341	5.3595	6.1036	7.2553	4.9912	7.2688	6.1639	6.0832	6.4576	5.9063	6.2963	6.8582	6.0527	5.5268	6.534	6.4724	6.8633	7.2001	5.135	6.0764	5.4669
EA_G__ADAMTS2	6.1291	6.4219	6.3072	6.2602	6.0553	7.6736	6.1679	6.1605	6.2747	7.8228	5.8276	6.0975	6.1593	6.3934	5.9939	6.1867	6.1105	6.3238	6.2655	7.1276	6.3853	9.24	6.3816	6.4391	10.5608	6.2993	6.1669	6.0913	5.8184	6.9592	6.5254	6.4858	6.4164	7.2845	6.2169	6.6946	6.26	6.1651	6.1176	6.6823	6.2255
EA_G__COL5A3	6.0189	6.2887	6.196	6.2862	6.0945	6.236	6.0593	5.9246	6.2869	7.0594	5.9013	6.1306	6.2508	6.5466	5.9113	6.243	6.436	6.4478	6.239	6.8404	6.6119	7.2675	6.6925	6.5985	9.8415	6.5755	6.4051	6.0249	6.0573	7.2296	6.6544	6.3384	6.7666	6.3787	6.3571	6.7902	6.5178	6.4617	6.5096	7.1105	6.4026
EA_G__COL5A1	5.9662	5.8088	7.0409	5.9598	6.6038	8.5103	7.1445	5.9127	5.7567	8.008	5.5389	5.7337	5.8423	6.4536	6.5693	7.2131	6.1585	6.946	6.8077	7.729	6.061	7.9768	6.4916	6.3881	9.3623	6.6367	6.5929	5.7747	6.1722	6.8474	6.4904	6.3898	6.7325	7.8069	5.9543	6.4945	6.1985	5.9712	6.0887	6.6405	6.061
EA_G__B4GALNT3	7.1092	6.9649	5.6312	6.0981	8.3395	5.8707	5.7563	6.8101	7.5583	6.3181	7.2793	9.0251	6.5173	7.1681	7.1566	7.3057	6.2612	6.8762	7.7833	5.8952	8.2248	5.6841	5.8718	6.0511	6.0185	5.9964	6.8599	6.3605	6.1138	6.6364	6.1034	5.842	7.6391	5.9322	5.8952	6.2917	6.4298	7.3841	6.1195	6.8541	6.4727
EA_G__HLA-DMA	7.7846	6.1096	7.2135	5.4969	7.1099	5.3203	5.607	6.4711	6.846	7.1845	7.7241	6.4108	5.909	6.3016	6.3518	6.7919	5.8885	7.7145	6.1954	5.1876	9.0448	5.6239	5.6223	6.1193	5.948	7.0516	5.2159	6.1346	10.3753	6.3527	6.7923	6.9763	6.6222	5.739	6.4534	7.3171	9.0091	6.8822	6.2863	7.6365	5.5486
EA_G__ITGB8	7.0563	4.3345	6.4719	5.1465	5.9577	4.0873	4.1401	7.5286	5.774	5.2072	5.7826	5.2163	8.4625	7.1158	7.234	7.3067	5.7032	4.659	6.9491	5.0819	7.6877	5.151	4.2771	4.6015	5.1207	5.038	4.0543	4.6954	4.9463	4.3102	4.6555	5.4208	9.0265	5.8961	5.499	4.6554	4.8433	7.1037	4.1332	4.4163	4.4104
EA_G__PLCE1	6.8135	7.8735	6.768	4.6044	7.1905	6.6847	4.7285	7.5819	5.1961	4.3522	5.7793	6.6242	7.5885	5.8775	5.937	6.8419	5.684	7.8865	4.2232	5.6112	6.4026	7.1553	4.5175	4.2639	6.0015	5.5053	7.128	6.2214	4.2294	4.6147	7.5813	8.8057	7.5622	7.4058	6.1404	5.3495	7.3688	7.8188	4.2622	9.1919	4.9077
EA_G__ELF5	4.2981	5.8202	4.2489	7.3218	7.309	4.3044	4.9445	5.2392	9.8355	4.3338	6.7358	7.7811	4.6943	4.4652	6.239	4.271	7.1992	7.4263	5.3967	4.094	4.411	4.0815	6.4913	6.7385	4.0654	7.7369	4.2349	6.8165	4.3561	4.6392	6.1555	4.6482	4.6594	4.1047	8.7989	5.8785	8.5803	7.339	5.3151	4.6994	6.8873
EA_G__DSG3	3.9769	4.2565	4.1109	4.0172	3.8182	4.3784	3.7453	10.2052	4.0526	4.2027	3.8609	3.9505	4.0253	6.6527	7.0484	4.0715	4.0935	3.9924	5.6586	6.5914	6.9884	4.0794	4.3263	4.1693	3.9849	4.5763	4.1668	3.8874	4.0615	4.9081	4.4028	4.0574	8.3498	4.287	4.2971	4.4071	3.93	3.9234	4.1173	4.6487	4.3099
EA_G__ABCC2	3.6331	7.4715	8.1193	7.9082	6.3848	4.4975	4.8232	4.6653	3.5896	5.1058	5.6607	4.9603	4.4145	7.1229	5.2968	7.8134	6.4581	4.0107	7.3457	4.0064	3.6374	4.3962	4.1648	4.3731	4.6094	4.8797	4.9463	10.1734	7.0615	4.2	6.1408	4.0775	4.7021	7.8903	5.0043	5.3143	4.486	4.224	8.8068	8.6748	4.9605
EA_G__FBN1	4.0325	4.4696	3.7873	4.3114	3.7441	9.1291	4.5158	3.9745	4.8806	9.1111	3.8068	3.7206	3.7491	5.0767	5.1934	3.7998	4.1794	3.9682	4.7343	7.9714	4.2928	10.7199	4.1196	4.204	8.9657	5.9105	7.4142	3.7385	3.8478	4.9919	5.3032	8.5241	4.622	7.1987	4.0836	4.4269	4.0175	4.0932	4.4051	4.7631	4.1226
EA_G__ACSS1	6.8642	6.1932	5.7212	8.944	8.8433	6.6751	5.9356	7.0809	7.7073	5.7282	9.4283	9.4403	8.2659	7.664	6.1994	5.7524	6.7834	7.5795	5.797	6.8739	6.0574	5.482	6.9186	7.9288	7.7545	8.3134	5.5491	7.1266	9.0184	6.6254	7.4327	5.8531	6.3413	6.4753	9.333	7.336	7.6276	9.2122	6.1762	7.5751	5.8835
EA_G__KRT23	9.6844	6.71	4.0332	4.1386	8.425	3.63	3.6053	6.9669	3.8549	3.5091	3.9312	4.4876	9.4953	4.3026	8.6489	8.5774	4.8774	7.5157	6.7166	3.6214	9.4504	3.4724	4.0244	4.2074	3.2977	6.7056	3.5147	3.6071	4.4773	5.3331	5.8319	3.6117	5.6051	3.61	8.5478	7.5049	9.525	7.3896	3.9554	7.952	3.8349
EA_G__MYBL1	5.8525	4.2313	5.521	5.6442	7.2943	9.599	8.4287	8.7062	6.412	6.9517	6.3759	8.4057	7.0269	4.2053	6.6137	6.8389	5.3628	6.3831	6.4803	7.1391	5.5498	8.5326	6.1823	5.7995	8.52	6.2249	7.7867	6.4744	6.2884	4.6821	4.4419	9.8179	5.213	6.6995	6.7654	6.0249	7.5015	8.2648	6.4453	5.9507	5.6821
EA_G__COX6C	8.4251	8.7722	8.4294	9.3046	10.7821	8.8445	9.8554	8.8231	8.5697	8.6473	11.0978	10.6795	9.4782	8.5041	9.477	9.1648	9.118	10.0254	7.9185	9.4142	7.3975	8.1813	9.3532	11.4426	9.1365	8.8961	8.3708	8.6786	8.346	7.8627	8.7901	9.2058	8.5356	8.4797	8.2679	8.8519	8.3672	9.887	8.7243	8.9434	9.307
EA_G__SERPINE1	5.4251	5.8986	5.9074	5.4065	5.5036	5.6132	5.2081	6.988	5.5114	5.7937	5.0759	5.1916	5.1886	7.6995	7.0332	7.2798	5.9422	5.2755	7.7287	5.7854	5.5744	11.9346	5.8429	5.6226	6.3332	8.3971	10.2428	5.0146	6.1282	5.9937	7.8398	8.1438	5.5569	11.8792	5.5559	6.5275	5.4098	5.4253	5.331	5.9709	5.4464
EA_G__STAC	4.6901	5.967	6.944	4.4744	4.4739	8.7517	4.4143	8.7019	5.2245	6.8093	4.2275	4.1802	4.3895	5.9041	6.5323	7.7776	4.7595	4.569	6.183	6.74	6.7671	7.8582	4.503	4.5206	6.7276	4.6546	7.5021	4.3421	4.3729	4.7293	6.4295	4.531	5.9112	7.5436	4.6565	4.9889	4.5177	4.371	4.5517	5.0755	4.6534
EA_G__WDR32	6.688	7.0005	6.9373	6.8804	10.0989	7.6017	8.0546	7.7223	7.6852	6.7785	8.2107	8.427	7.466	6.4857	7.6113	7.4965	7.8452	9.7947	6.7844	8.4793	8.3966	6.8673	7.0156	7.1314	7.2606	7.121	7.136	7.3108	8.0252	7.2598	7.0917	7.6321	5.6922	6.8736	8.3833	7.345	7.1693	7.718	7.6429	7.3593	8.1755
EA_G__CRABP2	7.4296	6.1829	7.8329	8.2111	10.912	4.4698	7.9616	8.6534	10.6063	6.122	10.0004	9.994	6.1523	5.359	9.2933	9.5237	10.1591	10.1017	7.2807	7.095	10.0598	5.7308	10.0904	10.2988	5.4326	9.6052	6.2093	6.9694	9.4935	9.9741	8.4814	6.0872	6.2944	6.0848	9.0317	8.6722	10.4906	11.0984	7.8585	8.2352	8.5211
EA_G__KRT15	6.6447	7.3006	7.2444	7.5904	10.0685	4.6526	4.7242	8.7603	5.3217	4.7074	11.2798	6.6491	8.6675	6.5006	10.2787	11.5355	5.2958	6.6294	9.1835	4.323	7.0635	4.5703	5.6076	5.4125	4.2498	8.0252	4.9823	5.8626	6.1464	4.569	6.5217	4.726	6.2376	4.6378	7.824	5.7526	6.9139	5.7426	4.8536	5.2182	7.2027
EA_G__TMEM46	6.4423	5.1015	6.5192	9.6024	10.4639	7.1859	8.6029	8.1859	7.4466	5.3487	5.5054	6.7608	5.4892	5.6572	7.7384	6.4836	10.3618	7.437	6.7356	6.8301	5.4494	4.996	6.5258	6.9716	7.2249	5.5967	4.9056	6.131	6.2753	6.8332	5.4534	5.8093	5.7947	5.4807	7.3774	5.7481	7.7154	7.5406	5.2959	6.1142	5.084
EA_G__CTSH	9.1657	7.8295	9.6938	8.0322	8.7116	8.5869	5.5315	8.4511	8.0863	6.4945	9.7603	8.0625	9.3242	8.5953	8.9432	9.5252	8.6171	8.341	8.4416	7.2664	9.9204	5.6387	8.4003	8.9769	7.5765	8.5307	7.2789	6.8818	8.5445	6.6818	8.1243	8.5227	8.5039	5.5465	5.5571	8.151	8.5519	8.9272	8.1753	9.1838	7.6677
EA_G__MGP	11.2964	4.238	8.9075	9.8437	11.4992	5.5557	7.4113	8.2394	10.0203	9.4448	4.7994	10.4816	8.0997	3.7353	8.254	8.9644	8.6556	7.4121	9.4808	4.7946	10.8249	7.0295	3.8019	6.1517	7.0606	7.3407	2.9411	10.3529	10.2746	7.4205	3.9642	7.0814	9.7347	4.951	4.8602	5.0293	10.8577	8.221	7.0551	8.6123	5.7521
EA_G__CD70	5.751	6.095	6.0585	5.9264	5.9891	9.2873	5.8165	5.635	6.0109	6.1717	5.5472	5.7894	5.9084	6.3698	7.5095	5.9854	6.4595	6.0164	6.57	7.3889	6.1514	7.0363	6.5176	6.2921	7.9037	6.093	5.8775	5.838	5.6141	6.8988	6.4766	8.247	7.4493	6.1209	6.271	6.5134	5.7678	6.0505	6.2478	6.5313	6.0144
EA_G__FAM46A	6.489	7.5335	6.8155	6.6911	6.2397	9.9255	6.0797	6.9214	6.2153	7.7379	7.2561	6.0175	6.8131	6.6039	6.8473	7.7524	6.2736	5.7554	6.9915	6.2605	7.1306	8.0787	7.1563	8.2218	7.9682	7.4488	6.2809	8.1532	8.3767	7.0009	6.7548	6.6522	8.0643	6.6113	6.5898	6.1075	6.2258	6.7534	6.8276	6.1578	6.3614
EA_G__KYNU	2.7545	6.5637	4.9045	3.0571	3.6287	6.7003	7.2841	3.1125	3.0818	8.9225	3.4824	5.5531	3.5652	7.1163	5.6721	7.6008	5.2911	5.9862	6.4004	3.1709	3.8684	3.1535	8.359	9.0514	4.3618	6.111	5.1898	5.3358	5.035	3.9986	6.7976	3.1385	10.0464	6.0116	3.8755	5.0804	7.6599	3.5664	5.468	4.0346	3.4697
EA_G__LOC89944	9.5309	8.1245	5.3483	5.7328	7.9913	5.1728	6.3567	6.7604	7.7169	6.6277	5.2785	8.556	8.0674	9.0918	8.6779	5.3934	5.356	8.3861	7.4216	5.908	5.8739	4.9956	7.2981	6.844	5.59	7.8318	5.5176	6.336	8.0634	6.3137	7.5949	5.8909	5.4548	7.1899	9.1575	8.6427	8.3475	8.8721	5.9566	6.4662	8.4921
EA_G__KCNAB2	6.4385	6.9684	6.4144	6.0389	6.5181	7.0723	5.8128	6.0837	6.1133	6.8849	5.9883	6.2011	6.5699	7.005	6.2776	6.574	5.4957	5.8221	6.6062	6.2523	7.7148	6.2041	7.063	6.9145	6.0917	6.832	8.0451	6.3589	6.5327	7.0228	6.1342	6.0931	7.7142	8.571	6.3799	6.7238	6.3138	7.1485	6.6954	6.1875	7.0463
EA_G__ID3	8.6637	8.7567	8.2871	5.7685	7.4438	9.4338	9.0323	7.5827	7.4201	8.5902	9.1811	7.0131	6.3124	9.0101	9.1004	7.5789	9.1814	8.559	8.2351	10.2381	8.8913	8.7089	7.9608	8.4088	8.292	8.8033	8.4871	8.0057	10.8247	8.3927	9.5854	6.7457	10.0836	9.5694	7.3623	8.1312	7.3736	7.889	7.0466	8.1442	8.4828
EA_G__PLTP	5.0073	8.5711	5.2753	5.2791	5.2349	10.3023	5.2284	4.7825	8.4926	6.2465	5.1712	4.9001	5.0077	9.6842	6.7248	4.9769	5.2512	5.1362	5.2193	8.4584	7.8778	7.0504	5.3973	5.4912	5.7376	5.922	5.4134	5.2568	5.2596	6.0475	9.1856	5.2902	6.5947	5.3555	5.1643	5.5689	5.832	5.2921	5.1842	5.5016	5.1372
EA_G__PRSS23	5.5882	4.6783	7.2342	6.673	6.2032	7.4863	4.7843	7.1082	4.4011	7.4556	5.5755	4.58	4.9244	6.1456	6.2282	7.2194	4.9161	4.7084	7.308	7.7035	5.6167	7.7645	5.6894	5.8347	7.9445	6.6193	7.4331	6.501	8.2965	6.1393	4.7616	6.3804	5.4088	5.1328	5.1999	7.8341	4.7269	6.3533	4.7555	8.4555	4.7505
EA_G__ACTA2	4.7704	4.7343	4.8299	5.179	5.1186	8.8391	7.0704	4.5403	5.2403	8.7471	4.6012	4.8198	5.9522	5.3828	5.4826	5.3615	5.5693	4.5712	10.5055	10.8038	5.1507	8.4182	6.4569	5.7346	10.5645	8.2127	5.3782	4.7436	6.4395	5.4543	6.1766	9.7694	5.9366	6.3338	4.8318	5.8629	6.5181	5.4468	5.3637	5.9519	6.1411
EA_G__SNX16	6.2308	5.2474	5.9227	6.1254	7.0153	7.3142	6.4906	6.6196	6.5556	5.5785	10.3722	7.4631	6.0851	5.131	5.2323	6.5044	6.7598	6.4397	5.8645	7.391	5.8858	6.9635	5.7581	6.551	6.0499	6.5244	6.273	6.6847	5.5974	6.0402	4.9804	7.5552	5.9413	5.6479	6.7614	6.0385	6.3755	6.4454	6.699	4.998	5.9629
EA_G__KCNK5	7.1892	7.6768	5.9717	6.3405	9.3414	4.9843	8.6618	7.4348	7.2036	5.7724	4.9976	9.8878	9.3335	7.2929	8.1296	6.3744	5.5838	8.5578	6.7799	6.0831	7.8641	4.7487	6.6911	6.548	5.8044	5.9266	6.3282	6.2406	10.3354	5.7042	7.4838	5.9933	6.7772	5.3122	5.9738	5.8335	5.4823	9.2462	5.0166	5.6404	6.0554
EA_G__ZNF347	6.744	3.2601	7.9983	6.8123	7.1576	6.9482	7.3369	3.6126	6.883	5.5524	6.8129	7.6246	5.808	5.6324	6.2985	3.4753	7.7358	7.6774	6.086	7.001	5.5263	5.4522	4.6805	4.3068	6.2848	5.661	5.7978	6.9962	5.6901	3.8907	4.8608	6.6027	3.5206	3.9914	5.5334	7.6882	5.7325	6.8772	3.963	6.0229	3.6701
EA_G__MPP7	8.0834	7.201	6.8077	7.6254	7.7941	3.5809	7.1178	6.0094	6.4583	3.9626	7.6765	8.069	7.0109	4.702	6.5822	6.5066	7.1208	8.1318	6.4942	4.974	6.8515	4.1343	6.835	7.312	3.4258	7.7846	4.8621	7.4319	7.8872	4.7048	6.7447	3.9781	5.7979	4.8244	7.7533	5.708	8.7197	7.3438	7.4885	7.7896	6.8702
EA_G__FBXL7	5.6889	7.1078	5.9539	7.1618	5.7541	6.953	6.1775	5.85	6.9024	5.5651	5.5591	5.8101	5.8503	6.0181	5.6489	6.0972	6.5572	6.3102	6.167	5.6399	5.9591	8.1938	6.3315	6.2905	9.9245	6.1323	5.7764	5.8079	5.5949	6.5908	7.1184	7.4256	6.0929	6.5172	6.8325	6.1773	5.9925	5.8822	5.9842	6.6664	7.0652
EA_G__DUSP1	6.7081	8.0166	8.7541	9.3348	8.459	7.2925	9.0656	7.3238	6.6657	8.0423	9.5048	6.9838	7.1623	8.282	8.3039	7.8498	8.0179	7.9162	8.8359	9.3531	6.9694	10.1142	7.9912	8.7357	8.1004	8.444	9.8729	8.9419	8.5681	6.8317	8.36	8.8249	9.1238	11.0049	9.0505	8.5162	7.5901	8.1607	7.9979	8.3163	7.8889
EA_G__SYCP2	7.275	5.8983	4.4894	6.4484	7.8828	2.9936	6.9637	8.0918	3.8402	6.6285	9.2616	7.9569	7.1003	2.8373	5.943	6.7598	7.9079	3.9092	3.2976	7.3214	7.2432	2.5679	6.2527	6.8523	5.076	6.5548	2.5324	5.136	7.891	7.1419	4.9946	6.3317	4.3206	2.547	8.7546	7.9788	7.4247	9.02	5.1181	7.2298	4.4648
EA_G__PRKAR2B	3.6639	4.751	7.6397	6.673	7.3892	4.2612	5.5339	6.1629	5.6519	5.6035	7.3352	8.2984	6.7023	3.924	7.0818	5.0653	4.5253	7.3375	6.4084	5.38	8.6228	5.2452	7.008	6.7479	6.3269	7.4685	5.5951	6.3291	4.8747	4.7273	5.1911	6.4866	4.6942	3.6612	6.1377	5.7235	5.3886	6.9424	6.823	7.0404	6.4128
EA_G__MT1JP	6.7292	6.6321	8.2896	6.2727	6.3985	6.9116	6.6686	6.6193	5.8113	6.6685	6.5757	6.7785	5.8586	7.179	7.6138	7.8824	5.8863	6.3952	7.5047	6.5983	7.2695	7.4192	6.4199	6.6983	6.5937	6.2681	8.0383	6.3704	7.7117	6.9775	7.1574	8.626	8.2754	8.4374	6.9914	8.0625	5.7723	6.1877	6.591	7.9063	5.6863
EA_G__CALB2	8.0751	4.3682	9.4484	4.991	7.6983	4.5283	4.2529	6.6151	6.014	5.4987	4.9633	6.5905	9.8532	6.3751	6.9999	9.7141	4.72	6.0323	9.3111	5.3211	9.8956	4.8503	4.3033	4.8289	4.5107	8.4755	5.5838	4.4435	4.3592	5.5252	5.0455	5.3978	5.355	4.3414	6.2369	4.9478	4.5061	5.5055	4.6117	6.0282	4.5077
EA_G__FGFR2	7.7392	7.3787	5.5113	4.3905	6.6451	4.9796	4.4323	7.4629	5.9231	6.4663	4.0039	7.5098	8.9675	6.1736	7.0465	4.5214	4.3106	9.1325	6.0005	5.084	5.195	4.1274	5.979	6.4101	4.1797	5.0481	4.0741	5.4025	8.4966	4.8135	7.4323	4.5797	5.3091	4.0944	5.499	11.9795	7.5927	5.2593	5.514	7.2252	6.6464
EA_G__MT1E	6.014	6.498	9.4849	5.7194	5.5482	6.1414	5.6322	5.9253	5.6252	5.6259	5.0449	9.072	6.4325	9.0663	6.7775	6.3027	5.5441	5.4068	8.7321	9.3249	6.5579	8.9377	6.4327	6.6632	6.7555	6.4863	10.0077	5.5815	8.8289	6.81	6.8455	10.2417	9.6111	10.0519	5.9579	9.6603	5.9662	5.5717	6.9037	8.7011	5.5157
EA_G__LCN2	11.1069	9.4212	9.6885	5.0838	5.3105	4.7924	5.0798	9.5496	6.8063	5.2212	4.8198	5.4298	10.0545	6.8843	10.5098	10.0013	6.0153	10.2444	8.3252	4.7344	10.5674	4.6386	5.3169	4.7414	4.9918	5.7186	5.2315	4.9709	5.004	5.7744	8.4306	5.3692	8.9403	5.1636	4.9776	4.9411	6.0385	5.2134	5.2409	5.5154	5.8001
EA_G__B3GALNT1	6.1488	4.8247	4.0581	7.7167	7.4481	4.2293	7.5074	5.454	5.5644	4.7191	7.6901	7.8454	7.4987	6.5447	6.5885	5.2193	7.6185	6.9654	3.7969	6.9197	6.6681	5.229	7.4146	6.9288	6.7603	5.3114	7.6341	7.4663	6.6235	7.1675	5.7178	6.2119	5.2284	5.5004	5.8687	6.557	6.9052	7.1476	4.4337	5.6158	4.388
EA_G__CDCP1	8.534	6.3089	8.9565	8.0251	7.65	4.5396	7.6241	9.0594	7.5934	5.7738	6.733	7.5561	6.2779	9.0341	9.1124	8.9327	5.5502	8.5008	9.5947	6.558	8.4237	4.6847	5.0267	5.1655	4.6864	7.5262	8.0631	7.9998	6.7411	8.0166	6.3926	10.3823	8.3255	9.0246	5.3489	7.2998	7.685	8.3503	7.7927	7.0658	7.2571
EA_G__ZNF552	7.4897	6.2846	5.0135	6.6113	8.7231	5.7557	7.2646	5.9294	6.3298	5.1079	7.3401	8.9754	5.1354	5.9876	6.8188	6.4273	8.1867	6.7368	5.6621	6.2769	5.7796	5.5615	5.8853	5.7611	4.8218	5.5589	5.4258	7.2799	7.4622	5.5762	6.7348	5.4915	6.2575	5.7401	8.0396	6.4069	7.702	7.8214	5.5955	7.5649	6.8744
EA_G__NPAL2	6.9008	5.9027	6.8153	6.3489	6.9902	4.937	4.6577	5.4937	6.2101	3.9815	8.9241	8.0853	6.4543	4.0973	7.2119	6.8325	7.3829	7.1773	6.7199	5.7675	6.141	6.516	7.0963	6.8102	6.6986	7.2536	6.4927	6.9277	6.313	5.4176	5.8846	5.0348	6.7427	5.276	5.5001	6.5493	6.7587	7.214	6.7578	7.0783	6.4154
EA_G__BARX2	6.797	8.389	5.7126	6.9133	7.188	6.252	7.5117	8.4559	11.1211	5.6323	7.5418	7.0128	5.4977	7.0286	8.5708	5.4116	7.0626	9.9251	7.6073	5.0948	8.4973	5.3841	6.5464	6.6153	5.2814	6.9235	5.2849	5.4921	7.3107	6.1523	8.1563	6.0178	5.6598	5.5147	7.4181	7.1511	7.0297	6.4968	6.1154	7.3865	6.7537
EA_G__DKK3	5.3981	5.5437	5.662	5.7281	5.4745	8.5109	5.6116	5.7278	6.3657	8.1004	5.4808	5.5502	5.6327	6.9404	5.5621	5.7794	5.8143	5.638	6.2634	8.5884	5.6952	7.4382	6.0512	5.7428	10.7195	5.8877	6.0222	5.2727	5.3942	6.4128	6.08	7.8756	5.8818	9.2136	5.5876	6.1618	5.9572	6.0086	5.8007	6.298	5.6656
EA_G__PRKCA	5.1123	6.9849	6.7965	6.093	4.4173	8.7689	4.7539	7.1254	3.9318	7.493	4.0132	4.0291	5.6109	6.9189	6.4077	7.722	4.558	6.2455	7.0923	8.9502	4.7269	8.3028	6.6467	5.9656	9.6278	6.3184	8.5886	5.5478	7.1467	5.4288	7.173	9.0008	4.8225	8.6544	5.553	5.7431	5.6894	6.2828	5.5399	5.8302	5.837
EA_G__HERC6	7.7642	6.4269	5.9877	6.1914	7.9639	3.7649	6.226	7.1791	6.4063	4.4647	4.5819	5.5284	7.0567	6.7139	9.0294	8.7262	5.0289	6.737	5.4638	6.0253	8.8103	4.0118	5.8325	5.072	6.1159	6.8087	7.4062	6.2798	7.4982	4.6428	4.9571	5.942	7.0172	5.9907	4.5939	7.0511	7.1889	6.347	4.7814	6.0186	5.8791
EA_G__ABCC4	4.0162	7.9015	4.1881	5.887	4.057	7.9337	4.8344	7.9145	4.1608	6.591	4.2718	3.7883	7.984	6.0505	5.8245	6.6924	4.4895	4.194	6.9176	7.1819	4.3603	7.2826	6.884	5.8639	8.2748	5.4801	6.8775	5.2767	6.6107	4.9413	5.1307	6.5936	6.4059	7.3103	6.1696	4.3086	4.4926	5.0538	4.9592	4.6909	6.3257
EA_G__CTSB	9.501	7.4211	6.8283	7.6199	8.1219	9.3317	7.7767	9.3496	7.1958	8.9493	8.4326	8.7649	8.2129	8.6363	8.7268	8.1096	7.0963	8.3457	9.1987	9.0396	8.0125	9.6332	7.609	7.9978	8.5369	8.5159	7.744	7.6151	8.7761	7.5629	7.8522	11.2144	7.9953	8.4264	8.5036	7.2367	8.0939	8.6439	7.7091	7.584	8.3084
EA_G__C8orf38	5.6885	5.2961	6.0933	7.4005	6.7728	6.36	6.5944	5.9578	5.9875	5.4229	9.7617	7.3404	6.8741	5.5815	7.5749	6.428	6.7847	7.2665	6.1555	5.9237	6.2838	7.1253	6.3628	6.663	6.2003	6.087	6.4429	6.5667	6.5273	6.1991	5.3366	5.7822	6.0141	5.8823	5.7278	5.6055	6.2685	6.7931	6.1164	5.5767	6.5177
EA_G__CCL28	6.3841	4.5541	6.9258	4.4882	5.5135	3.9286	3.9476	6.9018	5.03	3.7831	6.3095	9.8222	4.2333	6.598	6.3216	7.205	7.008	7.8981	4.3006	3.8536	8.3271	3.7685	4.202	5.9563	3.8438	4.8442	5.0595	3.9539	6.7971	6.9669	4.5795	3.7521	4.022	3.8049	4.1642	5.9627	6.8893	7.1737	4.6225	5.4959	4.278
EA_G__ZNF738	6.4199	4.2	7.8286	7.0941	6.7008	8.1237	3.3839	3.7679	8.2316	8.3649	7.4396	7.9623	7.594	5.9306	7.2096	5.8127	6.8361	7.6064	6.9004	6.9812	6.5093	5.8654	6.2447	6.2862	8.006	6.143	6.4364	7.0276	6.6833	6.3408	4.2731	6.615	6.4667	5.976	7.0602	4.5332	6.6024	6.8515	5.7957	4.5194	5.798
EA_G__HSD17B1	6.8648	6.1767	10.2182	6.6528	7.1656	6.3509	6.9166	6.3769	6.191	5.998	8.3289	8.4302	6.6546	6.5512	6.0547	6.1149	6.611	8.9288	6.5383	6.5624	6.1392	6.4509	6.8158	6.6654	6.2816	8.226	6.295	7.1552	6.637	6.7763	7.1995	7.0966	6.2754	7.0723	6.0497	7.9879	8.6434	9.263	6.549	6.3908	6.2183
EA_G__MME	3.7488	4.2193	3.9441	5.8745	3.8299	5.8503	3.7392	4.4121	4.1589	5.4356	3.8361	3.8756	4.0762	4.4176	7.8495	4.8749	5.7301	3.9929	4.2718	10.0839	9.1142	5.8842	4.1751	5.6371	10.2583	5.1333	4.1547	3.6984	3.8362	6.2662	4.2118	10.1735	8.6152	7.2612	4.1969	4.223	3.8639	3.7725	3.6667	4.2834	4.0496
EA_G__GSTM1	12.3907	7.3875	6.4235	5.9395	5.8015	5.6636	7.3839	5.0503	5.5683	4.8515	4.5177	5.4674	6.3215	5.9299	6.0055	5.3355	6.6074	5.2029	6.2608	6.4643	6.6106	9.7387	6.5492	6.8102	5.6328	5.7427	7.707	5.7975	12.6051	6.8594	6.9397	6.0778	6.7558	8.118	5.4311	7.3365	6.3787	5.9674	6.2534	5.3963	5.4186
EA_G__LY6K	4.7598	4.7912	5.9445	5.0371	4.4493	6.2608	4.5636	7.6438	5.4813	7.4329	5.0743	4.619	4.7229	6.0532	5.3105	6.539	4.8457	4.6299	5.1488	6.6308	5.6369	8.7196	5.0864	5.319	6.7941	5.142	6.5263	4.8837	5.1368	5.6165	5.3571	6.0195	6.9862	7.0719	4.7227	5.2135	5.0951	5.0453	4.7443	5.5048	4.7605
