Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM102PT	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	UACC893	ZR751	ZR7530	ZR75B
EA_G__ST8SIA6	7.0753	4.5862	7.0737	7.0068	5.2834	6.3589	4.9566	6.0676	4.5761	4.8216	6.835	7.155	6.6238	5.2524	4.5399	4.5335	4.9009	4.8073	4.6244	6.5436	4.4308	6.9355	7.088	8.4094	5.6899	6.0762	4.6024	6.6297	8.15	5.6562	6.1219	5.5334	4.9566	4.6502	5.1905	5.2097	4.9837	8.8819	7.3087	6.0299	7.2729	4.4625	5.0173	5.3879	5.3574
EA_G__SIDT1	5.7225	7.4447	8.8752	8.5645	4.6729	8.5319	4.7236	4.3608	4.6682	4.3873	8.7279	8.8931	4.4944	4.8537	4.7245	7.2688	7.7584	7.114	4.5267	6.0595	4.3148	8.2739	8.5397	8.675	4.4179	8.167	4.9182	8.5383	9.0785	5.1703	8.1899	5.683	7.1021	6.0213	4.6199	4.8109	4.4668	7.8236	7.9518	8.588	7.5637	8.7403	7.6898	8.2284	6.1964
EA_G__GJA7	4.8989	4.8475	5.84	5.5942	7.4714	4.7178	8.1015	8.5742	7.3874	6.8312	5.3196	4.6661	6.5742	6.9284	6.4528	6.9926	4.8027	6.2159	6.8559	7.013	7.5561	4.9328	4.7611	4.9592	7.6568	5.2429	4.7212	6.6205	4.4482	6.7532	5.435	6.8885	4.9082	5.4605	8.624	6.5147	7.1838	5.9559	6.474	6.7178	4.9803	4.9229	6.6005	5.3677	6.5818
EA_G__CACNA1D	5.1325	7.7334	6.4883	7.1711	4.3929	5.9883	4.4687	5.0697	5.9576	4.3872	7.9984	8.2401	5.3635	4.4459	4.8797	4.8552	7.1779	7.7626	4.6953	5.9109	4.1169	6.6581	6.2977	6.8725	4.2473	7.3781	4.4991	6.9919	6.4139	4.5798	7.5077	5.1313	7.7938	4.7024	4.5576	4.5211	4.5248	5.9556	7.638	6.6987	6.9375	6.4614	7.5353	8.5201	5.8883
EA_G__ANPEP	6.8343	5.9528	5.4461	5.4878	11.5006	5.3386	7.6388	5.215	7.8921	6.1665	5.1413	5.3679	5.2457	5.8735	9.4036	5.5622	5.7574	5.5417	5.4591	6.9193	9.248	5.723	5.6553	5.3523	9.2404	5.4979	5.2504	5.238	5.586	10.8271	5.9814	9.9961	6.0553	5.3041	12.6822	11.1296	11.0415	5.504	5.5284	5.6926	6.1733	6.3325	5.347	5.851	5.2839
EA_G__TGFBI	7.8583	7.3654	6.4943	5.5709	5.5324	5.0026	8.9905	5.9032	9.4129	11.9905	6.5426	5.3841	5.1904	9.5998	9.0848	10.3532	5.7241	8.1936	8.0879	10.3964	12.124	6.9215	6.836	5.3979	10.9424	6.5448	8.6777	5.6641	5.8451	6.0426	5.9103	7.4507	7.4635	11.574	11.9134	9.4362	11.7644	5.5448	5.0333	5.5732	5.8233	8.7442	5.305	6.6861	5.0359
EA_G__PRKCDBP	4.8323	4.9869	4.8024	4.8467	7.0079	4.9027	9.7697	9.1517	5.7634	8.3214	4.4053	4.6242	7.4982	8.314	8.1819	4.8293	5.3299	5.4113	6.7699	6.0356	8.2985	5.6818	5.3427	4.9622	7.9633	5.8675	8.1638	4.8741	6.2092	6.9444	5.7995	4.9418	5.1549	8.4615	8.6926	7.6327	8.5386	4.9303	4.9373	5.379	5.3021	5.2669	5.1032	5.7586	5.0301
EA_G__CLDN4	9.5613	9.7004	9.1411	10.0233	5.3261	7.699	5.671	8.2254	9.351	4.9589	9.9183	9.0487	8.5706	7.9375	8.5209	9.5097	9.7434	9.2804	7.8583	9.8327	4.7374	9.318	8.7885	8.585	5.0731	9.9284	5.8818	9.0956	8.7312	5.1181	8.1256	8.3019	9.8194	6.1875	5.5932	6.9152	5.0136	9.936	7.8684	9.4915	8.5326	8.8787	8.105	10.0266	8.707
EA_G__ABCA12	4.3109	7.364	6.8238	7.0373	3.3572	3.9202	3.5168	3.4709	3.3851	3.4184	8.1267	8.8693	3.3669	5.5671	6.1363	6.2983	5.5426	6.998	4.6112	5.7931	3.2291	6.2715	9.5323	4.7044	3.1101	6.8836	3.3908	10.1166	5.9646	3.3419	7.5299	5.4337	8.0032	9.4448	3.6763	5.1243	3.733	6.1352	7.3809	7.9179	9.511	6.7682	9.895	3.8746	8.4165
EA_G__ITGA5	6.3772	6.5342	5.4102	7.6442	7.8303	4.9929	10.3861	6.7368	7.765	9.1896	7.0523	5.2835	7.3501	8.4005	6.6512	8.1923	5.8672	7.09	7.8664	8.8209	11.1238	6.6621	6.3823	6.1907	8.059	6.6655	7.7972	6.2126	7.0346	8.5089	5.9778	6.9527	6.1176	9.2513	8.4345	7.5599	10.4308	5.1878	7.1407	6.7302	6.2623	8.0146	5.62	7.4758	7.8886
EA_G__CXCL1	6.2315	5.773	5.2495	5.4843	8.6757	4.9909	6.1395	8.9861	5.6913	5.6857	5.6354	5.3001	6.2977	7.2266	8.0653	5.8269	5.4469	5.7465	5.7099	6.8879	5.3542	5.4661	5.6147	5.6269	6.921	6.1869	5.8693	5.6813	5.2917	8.0614	6.2812	5.7624	5.7848	7.6189	8.2351	11.2877	6.2625	5.2772	5.8319	5.3383	5.5119	5.6976	5.1903	5.9002	5.5626
EA_G__C1orf64	8.0389	7.093	8.5042	7.2135	5.7056	6.4148	5.8947	5.3251	5.8239	5.7955	9.3609	5.9959	5.5774	5.6345	5.7833	5.7959	8.8698	6.0412	5.5348	5.9871	5.6903	6.0348	5.929	5.6565	5.6187	7.052	5.7254	8.2425	8.7956	5.9552	6.6608	4.8904	7.869	5.475	5.917	6.0097	5.9263	8.388	7.5468	7.081	7.8354	5.8255	8.5419	8.9474	7.5124
EA_G__SERPINE1	5.4251	5.8986	5.4065	5.5036	5.6132	5.2081	9.8133	6.988	5.5114	5.7937	5.0759	5.1916	5.1886	7.6995	7.0332	7.2798	5.9422	5.2755	7.7287	5.5744	11.9346	5.8429	5.6226	5.5287	6.3332	8.3971	10.2428	5.0146	6.1282	11.7198	5.9937	5.8471	7.8398	9.9134	8.1438	5.5569	11.8792	5.5559	6.5275	5.4098	5.4253	5.4968	5.331	5.9709	5.4464
EA_G__GLS	7.4277	7.4228	6.9834	6.7626	8.2057	6.6295	7.9808	9.1094	7.2106	8.9736	8.0475	7.609	9.5461	8.4018	8.6477	8.1178	5.0412	7.4503	8.7597	7.7883	8.4596	6.8403	6.6922	7.5002	8.8394	6.5709	8.5453	6.2814	7.2594	8.1994	4.5529	7.2222	7.0692	8.1904	10.0833	8.7098	8.438	6.5093	6.6458	6.6057	6.9638	7.4528	6.5527	7.2059	6.4748
EA_G__SERPINA1	8.4084	6.0914	6.926	8.1427	4.8651	4.5021	5.308	5.2038	4.6022	5.1433	4.7795	6.7707	5.5588	4.9026	5.508	4.7926	5.1552	5.0654	5.4058	5.1516	4.6727	5.6835	5.3772	4.9932	4.8065	5.1902	4.6721	8.3465	5.8342	4.859	5.5057	4.8716	5.5763	7.8759	4.8264	5.8225	5.1528	5.5648	6.9738	8.3627	7.8604	7.4293	7.3305	6.6694	5.8752
EA_G__MME	3.7488	4.2193	5.8745	3.8299	5.8503	3.7392	7.7406	4.4121	4.1589	5.4356	3.8361	3.8756	4.0762	4.4176	7.8495	4.8749	5.7301	3.9929	4.2718	9.1142	5.8842	4.1751	5.6371	3.8823	10.2583	5.1333	4.1547	3.6984	3.8362	8.1986	6.2662	9.634	4.2118	8.8948	10.1735	8.6152	7.2612	4.1969	4.223	3.8639	3.7725	3.9829	3.6667	4.2834	4.0496
EA_G__EPB41L2	6.6357	3.5196	5.0152	3.8346	7.2057	6.1864	7.6175	8.2547	6.4645	8.3694	7.0403	4.1389	9.0062	5.5827	6.685	7.1446	4.5274	4.8245	8.3567	3.269	8.2875	4.9766	7.0896	7.6184	7.2073	4.4167	8.3392	5.3878	8.5821	7.78	5.747	7.7172	3.4058	5.9932	8.1063	7.0184	7.3074	6.9073	6.6847	5.489	5.5184	7.8339	3.3655	5.0746	5.0117
EA_G__KIAA1754	5.6979	6.2297	5.8518	5.2852	6.9463	5.4686	7.0273	6.2887	5.9089	7.0913	6.134	4.8143	5.9613	7.0933	6.3267	6.952	5.9693	5.6172	6.357	6.7698	8.4302	6.1948	5.7878	5.2799	6.2668	5.807	7.5315	5.084	5.6017	7.639	5.8272	6.4147	6.0504	8.4486	8.4361	6.3043	7.7256	7.0121	5.8607	5.6484	5.4141	6.0296	5.5	5.9996	5.3359
