Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Response	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	1	-1	-1	1	1
U133A__CALML5	9.1843	4.9355	4.4468	7.506	5.0858	4.3927	4.4391	7.0081	4.7674	4.4988	3.976	7.0929	6.2387	4.7763	4.6611	5.6873	4.1746	7.6889	4.3762	4.2787	4.7548	3.9299	4.0226	5.8142	9.4476	4.2781	8.6032	3.8489	4.0363	4.425	4.5789	10.2072	8.829	4.1725	4.0406	4.8753	4.1623	4.0767
U133A__ANKRD57	5.9697	4.6663	6.3858	6.1402	6.2868	5.939	7.7336	6.0224	5.2587	6.8299	5.4594	6.5732	6.5182	6.5702	5.1079	5.4951	5.5572	6.0201	5.2873	5.7804	5.1389	7.8938	5.3602	5.5994	6.098	4.9998	6.1175	5.572	5.31	6.1903	6.4324	7.6739	6.738	6.4395	5.5621	7.0825	5.7018	5.2503
U133A__PDLIM2	6.1838	6.4469	6.5686	5.0195	5.6124	8.445	5.1054	6.7985	7.5575	4.7108	6.3607	5.2325	5.6691	6.1512	6.3079	7.0536	6.8265	6.1954	8.6963	6.1059	5.2037	5.8817	6.625	6.3894	4.9201	6.5696	4.5589	7.137	7.7536	6.8021	7.2215	5.3168	5.6906	4.947	5.8226	6.1853	6.1648	6.9082
U133A__ID3	6.5887	8.2017	6.4475	6.292	4.9436	9.0818	8.7673	6.2882	8.7247	5.5829	4.654	7.8635	9.1626	5.6262	9.16	7.4433	9.2935	8.3717	8.8993	7.6416	7.6832	8.4068	8.3992	7.0932	7.6525	8.5874	7.9443	8.3927	8.1339	8.6072	8.571	6.0519	7.3742	8.38	7.5964	7.2625	7.3309	7.1219
U133A__CAT	9.2728	8.6882	8.9651	8.6094	8.1768	7.6458	7.9778	7.1926	8.5442	9.183	8.3309	11.1759	8.5523	9.9741	8.1137	9.9591	7.7908	8.3007	7.9061	7.4298	7.812	9.1065	7.2563	8.7414	9.0302	7.4691	8.3149	8.1271	8.2005	8.7364	8.0446	6.1542	10.075	8.6121	9.4779	9.0364	7.6033	7.5928
U133A__GRB7	8.3996	10.2608	7.1275	10.6507	7.1976	6.3286	7.053	8.3948	6.9301	7.1531	9.4888	6.7622	7.2019	11.2984	7.5151	8.0687	6.7119	7.5479	6.7995	6.1629	7.5126	6.6554	6.355	7.4331	8.6563	6.8747	7.812	9.662	6.2945	6.9855	6.7471	7.4331	12.4555	7.0393	7.1024	10.4791	7.1442	6.9964
U133A__PBK	7.0274	6.7703	6.752	7.0826	6.4642	9.2891	7.091	6.6403	8.3205	5.9385	7.6548	7.2653	6.4	7.1569	7.7515	6.5833	7.6571	6.0256	8.8112	7.1445	6.782	7.9008	7.4454	7.6348	6.0122	7.1833	6.8715	7.02	7.6933	7.9153	8.7212	5.2544	5.0102	4.2319	7.3545	7.3338	7.7813	8.9375
U133A__RAB31	6.2413	8.0673	8.3752	5.1431	7.7963	8.3412	5.7159	8.1732	6.3882	5.2803	6.3372	7.6547	6.0256	7.7825	5.7421	7.6507	9.5565	6.5396	8.4846	8.4498	8.1669	5.4419	9.649	4.7638	8.3539	8.6618	5.3344	8.156	9.8536	8.2197	8.2362	5.2265	6.1315	5.4669	6.4993	7.2702	5.4727	8.7646
U133A__TSKU	11.0637	8.2421	8.5092	9.0798	8.5228	7.578	7.5767	7.5938	7.6168	8.2058	8.1601	8.241	8.0502	8.5889	7.7436	8.2928	8.165	6.5287	7.4395	8.035	8.24	8.9638	7.4804	8.8192	9.0219	8.4862	8.7443	7.8671	7.6819	8.0746	7.4697	8.6837	8.4816	8.7885	7.7775	8.559	7.7132	7.2394
U133A__SH3GLB2	6.5425	6.1316	5.2045	7.5758	6.9276	5.7078	7.1346	6.1178	5.6393	7.6168	5.069	5.9234	7.0037	5.1924	6.4713	5.3567	5.5879	6.4594	5.1439	5.1173	7.4452	7.2121	5.1126	7.0174	6.6336	6.07	6.1606	5.7669	4.7977	6.3724	5.9489	9.1407	6.4003	6.9105	7.6052	6.7678	5.9303	6.9862
U133A__SOX4	8.6674	8.3533	6.1246	8.8828	9.8978	8.4109	8.7923	8.9581	8.341	8.2131	6.6364	6.1797	8.3375	7.9094	7.8327	9.3505	7.6446	8.6075	5.5588	6.2454	8.2679	9.9401	7.7534	7.66	9.3267	7.9694	7.8062	7.3642	3.5447	7.8776	6.2548	8.5307	9.4911	6.0618	7.4115	9.15	9.1511	8.6423
U133A__VAV3	6.6139	7.1379	7.0703	8.3207	8.416	8.4371	8.5097	7.4218	5.5936	6.3399	6.8818	5.7202	6.9613	6.2428	8.366	6.9085	7.5863	7.8535	6.6148	5.7006	6.4528	8.4579	6.1239	6.0939	8.7219	7.0271	8.7019	6.3496	5.5358	5.611	5.8513	9.0343	7.2773	7.438	8.7886	7.663	6.9197	6.7062
U133A__FARP1	7.4771	6.1313	6.2527	8.1138	8.8341	6.541	6.6631	8.6433	7.6265	8.0007	6.585	5.8878	7.8769	5.4775	7.2328	7.2984	7.3103	7.3406	5.9912	5.3448	5.8391	6.5233	6.071	8.236	8.0231	7.4909	5.6239	5.9676	5.0966	5.858	4.6886	8.1285	7.9765	5.8389	6.1601	7.5092	6.6622	6.7694
U133A__STEAP3	8.0543	8.4341	7.0147	6.9625	7.0864	7.3676	6.5586	6.8849	7.5276	7.445	7.753	7.6356	7.1557	7.53	7.9038	8.1799	7.1387	8.774	8.4079	7.3242	7.1979	6.45	7.9782	6.7535	7.0101	7.31	6.5345	7.9369	8.3281	8.0487	8.8255	6.5464	8.2534	7.0222	6.8751	7.3441	7.2453	7.7787
U133A__LY6E	9.8781	9.5357	9.268	9.4498	9.2443	7.4881	8.6046	9.6208	8.1823	7.094	10.4748	8.1025	10.8174	9.4792	9.1314	8.5848	7.4401	9.2918	8.6573	8.4491	8.9779	8.4527	9.2958	11.0628	9.5073	8.8492	8.8044	8.6974	6.3992	8.3921	7.15	9.6714	10.6976	10.3601	8.581	10.4302	7.4261	8.5009
U133A__TSPYL1	7.1208	6.83	8.2478	6.8499	7.5148	6.8558	6.6155	6.3823	6.2805	7.2393	6.7611	6.3812	7.6203	7.1452	9.9714	7.4672	6.6912	6.8775	6.14	6.7769	7.2514	7.9883	6.4733	7.0354	8.3367	7.0077	8.116	6.3896	6.688	6.094	7.0528	7.2503	7.8804	7.8928	7.6083	8.0874	5.4603	7.6037
U133A__IRF9	6.567	7.2426	7.1816	6.4215	10.1828	7.6644	6.1171	8.3291	8.6936	7.7642	7.5971	6.2636	9.3201	8.0265	6.8795	7.5318	7.4596	9.766	6.7956	6.2872	7.9939	8.6157	7.9128	7.9232	7.5838	7.5909	6.9253	6.1693	6.8573	6.9026	6.0417	6.8427	10.2102	6.3509	6.8277	7.4402	6.3875	6.0362
U133A__FKBP4	7.8938	7.2314	7.3501	7.8308	8.6332	6.4693	7.5977	6.4888	7.6079	10.106	8.0188	7.4516	7.9534	8.2485	6.7073	8.3906	6.7943	7.4821	6.6219	7.3035	8.5173	9.1486	6.0714	8.2269	8.2281	5.9213	7.3097	8.068	6.4055	8.0056	7.8416	7.6881	7.3206	7.2406	8.8391	7.4746	8.1696	8.6481
U133A__TMEM30B	7.5328	6.8901	7.6466	7.4005	7.841	4.5145	7.2183	6.9133	4.3056	6.7918	4.8118	6.6057	6.9381	7.4909	8.128	5.2438	6.5212	6.4775	4.5702	8.4178	7.6244	7.2188	4.4832	7.1355	7.4901	7.0626	7.6142	6.6801	4.1736	7.2792	3.6516	7.2406	8.0335	3.6461	7.2677	8.2243	6.7906	6.8931
U133A__ERBB3	9.0074	7.5004	6.4014	8.3846	9.4643	4.1332	7.8718	7.0488	7.2396	8.1221	7.1116	6.5673	7.1065	5.2443	8.2884	6.1232	6.1179	7.809	3.9223	7.4837	7.907	7.5422	5.1573	7.8977	8.49	7.7735	8.3471	7.8318	4.3134	6.0561	4.2768	8.8454	8.2685	6.8618	8.571	8.2939	8.3354	7.6055
U133A__KRT15	4.6753	6.8146	5.2145	5.9967	7.5863	3.4215	3.485	10.4967	4.7698	5.9132	8.3286	5.8881	11.2728	11.1419	6.0745	10.3961	8.8581	5.6067	4.1525	4.9932	4.6388	4.2261	3.6355	8.703	5.5726	4.5513	3.7484	5.5479	3.0722	4.6297	3.9253	8.2127	5.1545	4.0707	5.0639	7.5535	4.407	4.2825
U133A__PON2	6.9905	8.545	6.3746	6.9593	7.6992	6.8894	7.5751	7.1908	6.3066	7.1999	8.0402	6.9952	6.2384	7.0837	7.9459	7.2793	7.6566	7.9654	7.5685	6.838	6.2501	8.0083	8.0485	6.7746	7.1855	7.0361	6.9661	8.2261	7.6251	7.2494	8.6669	7.4132	9.4905	10.4159	6.8371	7.2709	8.3466	7.3836
U133A__NR2F2	3.8546	3.9071	7.786	6.5484	6.9842	7.5445	3.0831	5.2905	3.3799	5.4746	7.2639	6.7675	4.2238	6.2959	7.5495	7.0903	6.3474	6.6617	5.8807	6.2814	8.5361	7.1223	5.9595	8.1206	7.1992	6.5105	7.5131	3.6811	6.3605	5.5146	5.5978	6.3304	7.0002	5.6772	7.5591	6.7163	6.4496	7.0572
U133A__IRX5	7.7399	6.5809	5.5081	7.7145	8.7913	6.7582	9.7052	6.7088	8.4982	9.2355	7.8438	5.0398	8.2703	6.928	6.9459	7.2265	6.0328	7.8287	5.68	6.4979	7.5153	9.0702	5.4402	8.0494	8.26	7.8134	9.0329	6.3151	7.6172	6.2181	4.7753	8.3988	8.6255	7.2192	7.8621	7.0565	8.7904	8.8174
U133A__IGFBP2	8.9994	6.5614	8.0793	8.4756	10.174	4.1337	8.2319	6.9756	5.0969	11.3152	6.6399	5.5755	7.4344	6.2061	6.7846	6.7353	5.7058	4.1339	5.3651	7.4161	8.4871	9.2672	6.523	6.9218	9.4817	8.7196	9.2216	5.7955	5.3561	5.6784	5.7516	6.6061	8.1112	7.7527	9.675	9.8774	7.0239	9.9643
U133A__PPP1R3D	6.0376	6.2841	6.5806	5.8836	8.9569	5.5115	7.3522	5.3847	5.2179	8.4079	6.0031	6.2885	6.1268	6.9745	6.7862	5.4457	5.3754	5.7838	5.1445	6.6139	6.9967	9.3097	5.3464	7.7236	7.7316	6.1594	7.5285	6.4306	4.8825	6.1016	4.8641	8.1589	6.6839	6.8287	5.7656	8.1055	7.205	6.5275
U133A__ITGB4	8.4764	6.8825	7.8694	7.2638	6.1489	5.1424	6.7049	9.9222	5.9812	6.4977	5.6302	9.8634	7.2601	7.6693	6.7599	9.2314	6.4951	6.4958	5.6846	7.7798	8.3127	5.2167	5.7594	7.597	7.8203	7.0236	6.7098	6.7099	5.7868	6.8612	5.7862	9.5481	7.0662	7.1408	7.4342	7.6944	6.2395	7.5587
U133A__LOXL1	7.6117	4.1966	5.1158	4.3121	5.5348	8.338	5.7862	4.933	8.9195	5.1848	5.3431	3.9845	4.0034	4.3856	4.1953	4.8002	6.8359	4.9628	9.1502	5.6646	8.9368	6.588	8.3756	3.6902	6.3196	7.3211	4.5602	4.2818	9.7542	8.8104	6.6159	5.6259	3.9347	8.3171	4.6056	5.1326	5.3135	5.2119
U133A__UCP2	9.6294	10.6891	8.7103	11.051	10.1722	9.2555	7.9243	8.9817	5.642	10.1599	7.6198	8.3911	5.8092	6.2556	8.7794	8.1962	9.2716	8.7817	5.512	8.6396	9.2632	11.818	7.505	10.7462	10.4657	9.2304	9.6833	10.2665	6.2975	5.8019	5.5516	9.1125	9.8997	7.4515	9.3054	8.5052	7.9376	8.6715
U133A__DEGS1	6.8249	6.0243	7.0363	6.6615	6.8731	6.713	6.61	5.8782	5.2917	6.7579	7.0455	6.6837	6.4182	7.6759	6.2588	6.8383	7.5211	6.5886	6.7486	8.3607	6.5126	5.6159	8.0834	7.77	5.7017	7.1705	7.9357	7.0837	6.7336	8.0758	7.3776	5.5452	5.4043	6.8749	6.2224	6.518	8.4512	6.7358
U133A__KRT23	7.5352	6.672	5.0029	5.1849	6.4603	4.7636	4.7368	9.4293	4.776	5.0732	9.4778	4.756	10.0895	7.6207	5.997	9.7897	8.9188	9.1358	4.7927	4.5752	4.9813	5.4488	4.7175	6.1306	4.9867	5.8845	5.3302	5.5014	4.8953	5.6731	4.7272	7.3771	9.1535	7.8789	9.8398	7.9744	5.1192	4.4947
U133A__RUNX1	8.1168	6.4529	6.7016	7.2102	7.6375	7.0667	6.7722	9.4792	5.2955	6.473	6.4426	6.3102	6.968	7.4652	6.8471	6.2546	5.7046	7.1706	6.6078	7.3539	7.0636	7.7735	6.0855	7.126	6.7931	6.9141	6.9143	6.3567	6.6728	6.5636	6.6512	6.3903	6.8718	7.5332	6.8964	7.9102	6.91	6.9437
U133A__TPM2	2.9737	3.2967	2.7599	2.7023	3.0083	9.2246	3.0307	6.6508	2.7736	3.2918	9.0163	7.0455	3.3028	3.2698	3.8763	6.7663	7.9299	8.1468	9.5375	3.3478	3.2518	3.2009	4.4389	3.1689	2.8649	3.6268	3.157	3.4752	8.5825	7.37	8.2812	2.8239	3.0699	5.6483	3.0476	3.3862	3.4566	2.9659
U133A__STC2	5.7835	5.2543	7.0684	6.8332	9.0626	8.0552	6.6726	5.5681	5.9542	7.4131	6.0528	6.4054	6.3303	6.3772	5.2081	5.032	5.3824	6.2904	9.6068	6.611	7.9495	6.8579	5.3597	5.4272	5.6758	5.3656	5.4505	5.1138	6.5744	6.8228	6.9057	8.8888	7.3053	6.2151	9.9282	7.9189	5.6601	5.5722
U133A__ELMO3	5.9066	5.7889	8.5436	6.3025	7.6556	5.2339	6.9758	7.0401	5.4423	6.5243	5.5475	5.3853	6.8982	5.5113	5.2542	6.1292	5.5702	7.6032	5.6752	6.3077	6.383	5.9392	5.4442	6.9119	8.2494	7.547	7.8003	5.5882	5.0385	7.7912	5.3956	5.9363	8.1509	5.2154	7.257	7.1531	7.128	7.3481
U133A__IL17RB	7.8873	5.2466	6.0934	6.843	6.2471	5.4904	7.3323	7.4661	7.126	7.2657	7.2222	5.3553	6.507	5.8397	5.6375	6.1953	5.9681	6.8122	5.8206	6.4179	5.8688	6.2372	5.2065	7.0024	8.7116	8.1319	6.924	5.5917	6.0384	5.6864	4.3868	5.6571	6.3158	5.6092	6.6666	5.8909	6.2496	7.187
U133A__BRD3	8.0335	7.0552	7.9053	8.8741	8.701	8.1861	7.469	8.1703	8.9881	7.7792	6.9922	6.8743	8.1244	6.8308	8.0223	8.4947	8.351	7.6168	6.5313	7.3688	7.6875	7.6713	7.2378	8.1662	8.1786	6.8757	7.9636	6.8199	7.1282	7.3145	6.6386	10.3884	7.1802	7.558	7.3309	7.0895	7.6949	7.5907
U133A__RHOD	7.8747	5.2958	7.9209	6.4675	7.5568	5.1077	7.9489	5.7556	6.6789	8.1395	6.8909	8.2529	7.7422	7.4409	7.285	6.8871	6.6721	6.7316	5.5286	7.3222	8.2642	6.9058	5.7004	7.3765	7.1356	10.2792	7.6147	5.486	5.0982	7.0881	5.0527	6.8992	7.3789	8.2248	8.4567	7.6569	6.3975	7.906
U133A__SC5DL	6.1606	7.0351	8.1349	6.809	7.2429	7.0293	7.3732	8.2691	8.7164	8.2697	7.7105	7.5793	7.4132	7.9503	8.6072	7.3147	6.6143	7.4732	7.6902	7.2177	7.4234	7.519	7.0982	7.1048	8.0885	8.0598	7.9005	6.4547	6.1235	7.1008	6.808	7.3359	10.1698	7.3923	8.601	8.2823	6.5754	6.7923
U133A__SLC12A2	10.8301	7.0721	7.4859	8.1968	7.0689	6.6955	7.2458	6.6463	6.6633	6.7385	7.2896	7.4138	8.0077	7.9024	7.6004	7.1788	6.4072	6.7053	7.944	8.54	8.2854	7.0651	6.5537	8.7772	10.0865	9.2415	7.9819	6.782	6.9139	7.3307	6.6781	7.7796	9.7845	6.9059	6.7363	7.6067	6.5298	7.0343
U133A__CSRP2	4.6788	4.979	4.1554	5.0201	4.0119	7.7089	4.3732	5.1256	8.5335	4.1902	5.8713	8.9537	4.8602	4.5477	5.8602	6.7445	6.1986	3.8214	6.0008	4.9673	4.4735	5.2102	6.9489	4.3389	5.5783	4.5925	4.4372	4.4089	6.4662	6.4077	5.9498	4.0688	4.8518	4.6758	4.0357	4.863	4.0661	5.474
U133A__FXYD3	11.5397	11.0245	8.0183	10.1672	10.0777	5.6784	10.1874	10.7614	6.2523	10.0586	7.166	10.7566	11.6944	10.7079	9.3959	11.2081	6.987	11.426	6.3006	7.5367	10.2466	10.2571	5.9241	11.9506	11.0188	11.5663	10.5882	10.2691	6.2193	8.8516	6.3659	10.3356	11.292	11.1506	8.8209	11.6832	10.5311	10.7219
U133A__SYDE1	6.8379	7.2472	6.8609	7.0885	6.6727	8.0843	6.5162	7.3569	6.8825	6.6175	6.6774	6.5162	6.9342	6.5962	6.8248	6.8539	7.4273	8.6698	7.7618	7.0502	6.8468	6.2236	7.6436	6.8661	6.3775	6.5334	6.6439	7.3526	7.8582	7.1119	8.1386	6.6154	6.164	6.431	6.8578	7.313	7.1023	6.6196
U133A__BIK	6.79	6.6526	5.7028	7.7609	7.8101	4.4661	7.2407	6.9484	5.4635	5.8565	5.8302	7.4245	6.541	6.2117	6.5191	7.3676	5.0893	5.7594	6.005	6.0503	6.236	6.6067	5.2379	7.4079	7.3216	7.224	8.0241	6.3969	5.3947	7.7769	5.5715	10.0292	8.47	6.3561	5.6218	6.5498	7.1572	6.2503
U133A__GSN	9.2268	8.1061	8.1573	10.15	8.785	7.3084	8.6184	10.9304	10.6582	9.1008	8.4068	6.8738	9.206	8.4359	8.3216	10.0933	8.9772	9.9856	6.6957	6.9336	8.5384	9.311	5.7017	8.1205	10.0492	9.4899	6.2992	7.8979	9.4176	8.1646	6.513	9.9793	9.7309	8.8637	10.1924	8.7947	7.6626	8.7535
U133A__CDH1	9.4054	3.1026	9.7731	10.1506	10.8025	2.7451	7.2616	8.8869	7.6506	10.3047	8.1115	8.7079	9.9294	9.3213	2.9912	9.3955	7.3494	9.9431	3.1604	9.7553	10.3314	4.8896	2.9383	10.1819	10.7292	10.1856	5.9099	3.9307	3.1058	9.2079	3.5212	10.1757	10.4251	9.7177	9.7436	10.2468	10.6202	10.3636
U133A__LASP1	9.5381	8.8228	9.664	11.8925	9.0713	9.1628	9.3673	8.5106	8.657	8.8387	8.7288	9.609	9.423	9.7487	9.9354	8.9098	9.4553	9.1961	8.8766	7.5227	9.3005	9.6931	9.5261	8.2583	11.114	9.393	9.1818	8.5311	7.9899	9.1735	9.2861	8.7128	8.7215	7.7283	9.741	10.3033	8.6075	9.0406
U133A__XIST	7.4954	9.2012	4.4356	3.8785	7.8339	3.9121	4.3337	4.6098	8.5036	7.7232	4.3864	3.9876	4.0078	3.9	4.7839	7.027	8.1843	7.4679	4.8628	4.5531	7.1401	7.2642	7.8189	6.8515	4.1485	7.8787	6.4632	7.1041	4.9547	3.8857	6.9101	4.1381	3.7305	7.8729	4.508	8.1491	7.1912	4.174
U133A__TMEM97	7.9988	7.4968	7.8134	8.0862	8.2533	8.169	8.1593	6.9567	8.4639	6.6066	8.3934	7.6408	6.7473	7.9736	7.4076	7.1745	7.9142	7.8347	7.7135	8.5816	8.5359	9.5737	7.8827	8.5164	7.8895	7.5503	8.4304	7.6014	6.1747	7.2433	7.5153	7.243	10.8166	6.1129	8.4702	9.4899	6.622	8.3972
U133A__TGFBI	5.9683	6.9042	6.5137	6.5837	5.5476	6.1062	5.7755	5.3076	9.9085	5.8022	5.705	8.7344	7.4678	9.0113	7.0812	6.6511	11.1168	10.6715	11.2079	6.2419	8.2212	5.6705	10.843	6.2392	5.9087	6.0484	5.846	6.7466	11.8115	10.622	11.553	5.5123	6.1076	5.6781	5.5711	6.5084	5.5391	5.3747
U133A__NRIP1	5.5528	7.2417	7.4096	7.0521	7.9732	4.3597	5.9207	6.3574	6.5283	8.4802	5.5339	7.3417	7.1886	7.2016	7.5251	6.4286	8.3895	7.2883	5.6035	6.477	8.2701	9.7614	7.0626	7.0664	8.0484	6.1913	8.4174	5.9009	3.7583	6.4733	5.6841	7.5076	7.1235	6.9367	7.2135	7.6569	6.1168	6.4789
U133A__SPARC	3.7712	3.66	3.5138	3.5735	3.4648	10.4223	3.5195	4.282	3.8571	3.5912	8.829	3.6301	5.2953	3.922	3.632	9.6467	9.8987	3.695	11.0811	3.9276	3.715	4.7207	11.7943	4.1587	3.6311	10.9894	3.6342	4.0483	8.1684	3.7031	9.5455	3.8431	3.6479	3.7304	3.9174	3.54	3.7679	3.658
U133A__CLDN3	7.7269	8.5775	5.1292	7.7776	9.2494	4.7725	8.7299	8.1731	6.2573	8.0305	4.4347	5.0398	6.8845	4.4998	3.9735	3.9722	6.2876	7.4706	4.6249	8.2015	10.1075	7.6582	4.2289	5.683	7.8263	8.3076	7.829	7.6463	5.0252	5.2019	3.7519	9.1572	10.4226	6.5411	9.7858	10.169	5.8151	7.4535
U133A__CHN1	6.5311	5.9812	6.3268	6.8807	6.9491	7.0345	7.4646	6.5837	6.6716	7.5815	6.5206	5.833	5.8687	6.1969	5.689	6.1582	8.0957	6.6152	6.58	7.1704	6.9188	6.3722	9.1868	6.0755	6.8787	6.7295	6.1745	6.2256	6.4345	9.1519	8.3679	5.7574	6.0428	6.5288	6.2308	5.9554	7.3065	7.0723
U133A__ERBB2	9.3202	12.1579	7.8098	12.0098	9.58	7.0802	8.4009	8.7493	7.9295	7.6523	11.8139	7.294	7.8108	11.5446	9.3757	8.9136	8.1445	7.98	6.6782	7.0358	8.5128	6.8815	7.0918	9.2857	11.035	7.8448	10.215	11.611	6.9193	6.6093	7.3643	8.4025	13.0449	7.652	8.3078	12.1946	9.1095	8.3688
U133A__PRSS8	8.8288	8.984	7.5482	8.4017	8.4845	5.5972	7.5995	7.1231	8.7157	7.8521	7.897	6.8913	7.7276	7.1033	9.0244	7.8961	6.167	9.0988	5.8126	6.6594	7.696	7.6602	5.2863	8.842	8.4368	7.7911	7.8115	8.3283	5.4722	7.4115	4.5504	10.1071	9.5346	6.0866	7.2982	9.366	8.0536	7.1875
U133A__ME1	8.3567	7.7974	8.193	5.9976	4.3669	6.2304	3.5126	5.2956	7.5277	6.3978	6.0968	8.6735	7.608	7.8782	6.6291	7.442	6.9336	7.1357	6.5106	5.9111	6.5939	4.2005	8.2989	4.2227	6.5847	8.4861	3.7088	6.4531	6.6978	6.6297	7.1395	3.7365	9.0868	8.4449	3.91	5.382	6.4445	7.0946
U133A__ODC1	7.2658	9.8365	9.3139	8.4784	6.9821	9.6858	8.5726	8.7274	9.1805	7.4758	9.8632	10.1008	8.6725	9.8299	11.1687	9.0012	8.1336	8.249	10.7288	10.2742	8.7641	8.0235	8.4529	6.0289	8.4585	8.5167	8.8369	8.9235	9.6933	9.8585	11.6096	8.7049	8.5777	10.6549	8.7207	7.7962	6.2178	8.5418
U133A__IGFBP5	11.2847	8.6852	11.5084	11.7481	11.5887	6.1922	12.1021	6.8264	6.4959	9.6121	5.288	4.8427	9.2046	5.4966	11.1816	7.78	9.9612	5.5974	5.609	5.3545	8.3505	5.423	4.852	10.1337	10.895	11.2849	11.5891	8.5214	5.4366	4.9226	4.9351	6.1866	10.0476	8.988	10.8465	11.82	8.0394	6.0761
U133A__CDH3	7.4771	5.8198	9.8096	7.8882	6.491	6.043	5.968	9.171	6.7938	7.3889	7.5876	9.3404	9.1796	9.4736	5.595	10.0478	7.9629	10.7173	5.1299	7.5427	8.2078	5.9477	5.3993	8.3918	8.9883	8.0795	6.1937	5.3708	9.2653	10.3897	6.1326	9.8329	9.791	7.8968	7.9784	8.8535	9.2606	8.2434
U133A__LRIG1	8.4873	6.2785	5.1965	6.714	7.3323	3.8294	5.7543	4.6329	5.669	7.1662	4.7873	4.9515	5.9472	4.8144	5.5033	5.2939	4.0003	5.209	4.8805	5.4309	5.1228	6.6869	4.104	7.4281	8.0802	5.1363	8.3706	5.1384	5.4354	5.9374	4.1727	5.8208	8.3873	5.0683	6.8777	6.743	6.956	6.6563
U133A__BHLHE40	4.8137	9.0104	7.5841	7.9928	10.568	7.966	8.0251	9.1001	8.8729	7.9228	7.9559	6.8667	9.1255	7.9007	9.1491	9.1102	9.058	9.8461	6.9324	6.5935	7.2855	9.8204	8.4766	7.7957	6.4938	6.725	9.0946	7.9858	6.6069	8.2761	6.3476	9.8552	9.0027	5.9998	9.1508	10.0326	7.6047	7.3721
U133A__HLA-C	9.5023	8.7854	8.8479	10.5686	11.6679	10.3256	10.1351	11.0708	12.5864	10.813	11.4648	11.0759	11.8655	10.9118	8.252	11.0232	11.783	12.3098	9.4587	7.7843	9.2536	10.7895	12.1352	10.024	11.4528	11.0879	10.2412	7.1053	10.2763	9.6461	9.7808	10.8914	12.488	10.2614	10.7571	11.1958	9.1612	9.2981
U133A__RDX	6.2849	7.0989	8.185	5.5424	5.2777	9.8431	4.669	6.885	8.2381	4.714	7.2261	8.2444	7.3477	6.6441	7.49	6.8925	7.3649	7.5288	7.2916	8.6552	8.7689	3.9994	7.5706	6.3754	6.2957	6.3962	5.5619	7.7306	7.8101	6.6603	7.7876	6.3776	6.9522	7.0507	7.4451	8.1581	6.8784	7.3748
U133A__S100A4	8.2788	9.1945	5.5449	6.979	6.0435	6.8913	8.9847	11.7528	8.2919	5.0293	6.0555	6.2925	8.4597	5.8536	9.2656	8.6688	6.4832	7.1612	8.8848	6.2022	5.6404	5.3011	8.5526	11.2909	8.4842	9.7073	6.064	10.4085	11.1483	6.3436	10.0084	7.4983	8.2858	8.0744	7.2883	8.4956	7.1827	5.8694
U133A__HOXB2	6.0505	5.9357	6.2883	6.0159	6.7451	6.7829	6.0399	6.2953	5.893	6.4622	6.1373	6.8592	6.0035	7.0432	6.559	6.0844	6.9561	6.9785	6.4968	6.0448	6.3047	6.222	6.1531	8.0353	6.3016	7.5786	7.0712	5.9492	6.2154	5.8979	5.7417	6.023	6.5936	8.0069	7.8088	7.6081	6.018	5.7583
U133A__FBP1	6.8861	5.4407	5.6061	8.7593	9.0806	5.8518	8.9571	5.675	5.3145	9.223	5.9597	5.9596	8.9816	6.1031	5.4783	5.7636	6.0568	6.0106	6.2966	9.2997	10.2366	9.9675	5.5894	10.3739	10.3698	8.9993	6.1156	7.3014	5.5824	7.2633	5.8976	9.8817	8.5732	7.7395	7.7367	9.8135	9.0869	8.5342
U133A__SLC39A14	6.6658	6.3508	8.5567	5.7462	6.1677	9.7025	6.6078	6.3584	10.0436	5.8834	7.972	7.7405	6.3612	6.229	6.6312	7.0261	7.3375	6.1078	8.8219	6.2226	6.0328	6.4296	7.3106	6.5998	5.6425	6.5311	5.5457	6.6012	10.1244	7.5401	8.3297	7.8884	5.1832	6.6665	6.7652	7.3475	5.9987	8.1011
U133A__UQCRFS1	10.0269	10.6652	10.6758	9.9943	10.0223	10.9053	10.2782	10.0791	10.9378	10.9334	13.007	10.5304	10.5051	10.2465	10.8613	10.4987	10.4377	10.6239	10.3676	10.6056	10.4159	10.2653	11.9652	10.0527	10.1782	10.8522	10.6767	10.6897	10.4716	10.5062	10.0575	9.6761	10.3779	9.5102	10.0002	10.14	10.4875	10.7572
